beta,sigma,gamma,rho,phi,R0
9.465006931712182,3.2519973279817522,8.157154858639036,0.32268656659145006,11.894250598847421,1.160331892153308
9.626536919090999,3.2278847991810617,8.30101005225184,0.3189703946214316,12.153013246970264,1.159682599887899
9.928265297182179,2.8428028658279283,8.397261480224403,0.28870380044141924,8.81834305064329,1.1823217986677321
9.968387169655475,2.9156039478032016,8.42728028728162,0.2880829913169281,9.719134891572125,1.1828712027888382
9.991223895657235,2.7441581133678303,8.37015085888401,0.2805495878994983,26.461137696591038,1.1936730967103935
9.62535735925302,3.2069534717348565,8.262715883400256,0.3222490364826638,9.579250182171716,1.164914477888596
9.62686052249894,3.1989374296680233,8.274842300588329,0.3228196037583325,10.101596908780493,1.1633890016024215
8.279077431628039,3.8357055866035608,7.207002199376554,0.3691579416847838,12.446488954728876,1.1487546697771545
7.114201284389042,4.405848403693751,6.2277403361067,0.3440563348324168,8.360844684573118,1.142340704724455
6.169505235556246,4.097403030444113,5.296365379139166,0.3162762547331911,12.204572975636868,1.1648564239650312
9.784581334243727,2.7452448408277306,8.207859783438652,0.2926263335952561,9.77096744314633,1.1920989871179932
9.94485206361113,2.8312799581303816,8.378015093499792,0.2719791821810511,10.239693236760237,1.1870176829028383
9.981648671985988,3.116615194686657,8.530675487099444,0.3067019244973903,22.940373453427277,1.17008889707278
4.360973190899351,4.606716268142192,3.643687649308087,0.28875227905535117,9.96994501626499,1.1968570334856974
4.503480384305982,4.5517396276758815,3.753897761693885,0.2870113575593555,9.90973378672344,1.1996811501530773
4.235141318612463,4.686236797952443,3.527640252229676,0.3045312363070815,8.586231977154466,1.2005593019116971
5.393973413310086,4.557920653655705,4.607356888239512,0.30409089176403636,8.196742353305098,1.1707305390382168
5.692674893224578,3.6651626702038187,4.755925906782261,0.2954497116474238,12.839586744332832,1.1969645879273374
8.392633048675977,2.927735860636321,7.043508367981602,0.27237662145876185,11.89917741825966,1.1915415742000435
5.939494247943688,5.29294552501488,5.190140475434113,0.3450133252763605,13.556707318248236,1.1443802486765828
5.936559013550402,5.292678728496966,5.189423657119379,0.3449944637031767,13.558345681071394,1.1439727040605032
5.231353986039333,5.215030355615726,4.508906341820964,0.3350257967251599,11.626751717623875,1.1602268021221753
5.188188066830679,5.175929789032241,4.463270218305148,0.3514140909292964,11.694793718446443,1.1624185435944334
4.616230071581491,5.152648732099618,3.9120937349070872,0.3390803796020439,10.733480678002936,1.1799896383850645
6.601215928443508,5.093543279657569,5.833486396762843,0.3261270120357657,9.527532593377906,1.1316073235564068
5.949199062187291,4.992916210933598,5.209209502638948,0.3154136742271931,9.581263081987611,1.1420540984526482
6.425663878738571,4.267577455589663,5.549888129542842,0.359243289227608,13.462577298593652,1.15780061304909
7.26960333566483,4.143146906098332,6.327544698278111,0.3118915997460725,13.911716683235262,1.1488821782077774
7.313421476772313,4.154765643868603,6.360153920892435,0.3033630439005108,13.343928511557635,1.149881208495363
7.384438988639393,4.007184551377617,6.41792834025265,0.32966358695480136,11.792455647033155,1.1505954253687873
7.230716855502132,3.5424656059980566,6.173614789586398,0.32806203211689006,12.024608801841469,1.1712290290121188
7.57143692986799,3.6811321257406244,6.498634755186117,0.30061426883669556,17.357047411008494,1.1650811616741106
9.067221507267663,2.827834897107867,7.59048086146782,0.31157746168877615,14.99626778987089,1.1945516592099379
9.541784814584203,3.5833940869476772,8.314353675378975,0.3393871152524301,15.015513335419309,1.1476279681053236
8.223604696407186,3.7324613441817975,7.1099050660713905,0.3276006966588438,13.501833453840577,1.156640576770904
7.271072663004238,3.272290466605935,6.146630281794496,0.3052834629405431,15.52946005244248,1.1829363943590672
9.547961201961973,3.2089091740684164,8.170765188984818,0.33513823106359697,17.85196573973123,1.168551657173282
9.622844132483358,3.258698923090947,8.237656363038845,0.3304174025895051,17.375912676608955,1.1681531382711772
9.650787579623113,2.7373646512858527,8.069746373327353,0.26986503832418146,12.22953763961777,1.1959220442815301
9.688986004173147,2.6464377270552526,8.064387273701742,0.24892837833733966,13.229295431772945,1.201453461414146
9.15102228790723,2.5914132594917656,7.511283957700117,0.29922948938171345,8.196146408841315,1.2183033339494709
9.154518045399998,2.8249251046769372,7.705760503230732,0.29521684158342715,8.858471084713273,1.1880096768595205
9.092152718242291,3.7767628551734673,7.969504780119154,0.33284687897925147,14.961631703476233,1.1408679672197088
8.882877755872155,3.1226748575475494,7.522533911718468,0.30806389645950066,11.318301046411696,1.1808358539978887
8.857142020325309,3.1018168537105364,7.519415636195206,0.3177738437762578,11.29545259501231,1.1779029713015021
7.086833276466752,3.753036130247091,6.05497570289875,0.3210603719192857,13.129606573953673,1.170414816540719
8.657055507328872,3.1077482026335774,7.335608872651328,0.2823103231858148,17.262533156195502,1.1801413703508883
8.647544497322546,3.0218362245991006,7.3025789927155715,0.28284807015017993,17.53913983305011,1.1841767827432743
9.069755160435026,2.939554151339703,7.615291112423751,0.28942574885695016,29.59492647899568,1.1909925735653664
9.072391543323935,2.950239781774409,7.65423967739189,0.3006942611429226,27.67257077376491,1.1852766474142167
9.10446462299353,2.945139728399127,7.63027195409984,0.3006440405782809,27.541319382297587,1.1932031620578856
9.818769782686973,3.4343280914848537,8.485168409204078,0.34985427806916036,11.332113853677644,1.1571685214917247
9.028217901677802,3.6918888131102565,7.903089288317664,0.3338532798242879,9.284334033397304,1.1423656714878954
7.8942204922447,3.520026121120758,6.812540072196858,0.3329260882604493,12.861748376926574,1.1587778432984732
8.564516145370627,3.5200734054400824,7.419192971336955,0.33184102837757407,12.584806250677142,1.1543730131374763
9.339375353475104,3.3848792866076867,8.075306183881622,0.3205475924509674,12.395231301341205,1.1565351382114246
8.750998572411495,3.0453355760106042,7.423352243027678,0.2965770637005742,9.200332970191004,1.1788472762599669
8.721249435777544,3.3459362746436976,7.495425727839466,0.3152374446768235,16.398576053685495,1.1635429063602258
8.738193750860331,3.0477374210598893,7.407737000632486,0.29429958520608684,16.711191988522096,1.1796036698001358
9.13612654602223,3.33320825607371,7.842485589484578,0.296177884446625,12.754682721495968,1.1649529274586363
9.600322057887434,3.312087190752732,8.272447364182812,0.31194057996483116,17.014610821510132,1.1605177567468024
8.83358009970194,3.3910951307496653,7.586656619951074,0.3341612590689493,13.254755617512586,1.1643574425751337
8.694631505365914,3.510614286419027,7.50794061241688,0.3099277309031469,20.928034483080303,1.158058108635868
8.203994946408724,3.10144253560064,6.951260041134755,0.30971881590462175,14.392157104404163,1.180216953165439
9.501662307880439,3.1537906231434847,8.110029914742848,0.31695982866559735,10.444805293605441,1.1715939901291619
5.7593356920788485,4.374693657550732,4.930095222281819,0.31993182487657723,17.03341164292125,1.1681996862959632
5.581907152459153,4.547035332217124,4.791330408496258,0.32770024365664807,19.353396937354294,1.1650015082577065
5.876208707546578,4.294699014095505,5.044583359651846,0.3106156662662776,12.276074615560342,1.164855110641313
8.018193903043915,3.3235519830445663,6.838870507226944,0.3272839815153749,12.729056831858765,1.172444176939851
7.776141633512437,3.0769292936820234,6.492953756690423,0.3311424655484565,13.343604791026292,1.1976277553955779
9.549481279648978,3.984577602270626,8.439687613506083,0.32683252376736716,9.574023338447795,1.1314970075867365
9.667493914986295,2.5708082880876373,7.979299182080305,0.2617784073179562,17.893376936959037,1.2115718052905313
9.892307200368371,2.239114695074809,7.996297390935159,0.2533849895085198,14.602247565907312,1.2371109673312783
9.989696686523061,3.212031887442743,8.593849380910932,0.33192491547104447,12.451479719592546,1.1624239899657367
9.964842416732482,2.8043261848627647,8.378093707075578,0.2921149014603836,8.193167382471096,1.1893925712858573
9.963073978864568,2.847219865442885,8.37636431513664,0.2955279848346705,7.950437689909387,1.189427012010526
9.978971258886054,3.223373929807454,8.62411946226654,0.3304472518216326,7.083021016427946,1.1571003048540145
9.990864224259315,3.7636616901884308,8.7552215592031,0.33043058674298914,8.517194575633665,1.1411320840598673
9.997415550476841,3.4211702435436835,8.679557105544058,0.3537149313274155,10.318303720104348,1.1518347571088625
9.999444550419419,3.6857187162341223,8.773144027548494,0.3352578999906041,9.816606111869074,1.1397789115304875
9.999426777625226,3.6827897807858445,8.798978691646822,0.3356003355813485,9.79632099937287,1.136430389031176
9.999345774254465,3.571475060329254,8.747592942962685,0.3364726707270949,9.677398324540384,1.1430968312601695
9.999256396778039,3.1605768217052157,8.581382629250239,0.32674237179190174,13.502354586734635,1.1652267272985681
9.998259181852964,3.1493349217528213,8.560815222714863,0.29321047699984043,12.199426874527987,1.1679097050622065
9.949189450905832,2.5450616560084267,8.23752234653556,0.2854052258243842,13.966516925686339,1.2077890696211762
9.631311957160122,2.8697831468072175,8.067013261053424,0.306223468740607,12.562231595898584,1.19391299425017
9.682838119958618,3.1535182441625724,8.327424030555342,0.30950264096402363,13.567214366196458,1.1627651101264846
9.519681323988559,2.802668391008697,7.983679210049083,0.3085820660894357,11.831688051408543,1.1923927644795778
6.712521854382558,3.6773907024244097,5.7101470762489,0.2858053633617265,10.871598108110794,1.175542725038203
9.2830093433555,3.0626510293095643,7.88512432594816,0.3236664450012941,19.0523519504315,1.1772812906458832
9.431989381374422,3.003437227971348,7.988340781810346,0.32166380293146735,20.40533046839537,1.1807194558914287
7.731255793018579,2.8731867526015544,6.417497385936366,0.30437788470541033,9.629555270630236,1.2047150669607205
6.069061644965319,4.326097405573637,5.231525551405841,0.29937474061013586,12.267725680017643,1.1600940462451552
8.314580218103153,3.275381659851401,7.083424345292419,0.32246799019637734,16.309184524986467,1.1738080076522521
6.813088560003695,3.2501983596638726,5.6805428863613825,0.2904449016663193,19.374230682295174,1.1993727881821792
8.995823892803317,3.9834848359807533,7.932827744279825,0.3408720444410837,9.226105522755018,1.1339996509176684
9.413455989261966,2.8302407678739,7.92625730739051,0.3088893500428914,12.274654834392232,1.1876293721230546
9.630722785868413,3.4520918787635253,8.35619229687342,0.29738578691512113,15.751076089578097,1.1525252703281943
9.072252257355089,3.1503732798575474,7.746817486145579,0.31790731982036224,19.147192103861762,1.1710941007168323
9.692142178985748,3.3170571734162864,8.365304168162057,0.3101994053364652,12.947729255080258,1.1586120461553056
9.641924889180098,2.764447660771243,8.081297207043548,0.3148608148346077,13.434536470156711,1.1931159864750833
9.721192104801913,2.9089327586574347,8.221481712168137,0.30951119864036386,13.06198366507947,1.1824136384581556
9.34356945837696,2.84791779921511,7.845210692095012,0.2854719774933069,22.216854104763904,1.1909902518987443
8.907452433121284,3.173631225995432,7.57528536897613,0.29960183805534396,20.45077814622676,1.1758570138625957
7.803982483287081,4.2428445195794415,6.858326747941198,0.34937089896592366,9.710338900440032,1.1378843222408088
9.635063101599041,2.826267088548141,8.107507508969139,0.3005121779197612,16.48919438046063,1.1884124795370223
9.564031863187013,2.9107925534702095,8.067761394415928,0.29496285092778424,15.891033651404667,1.1854629054605808
9.236134856061048,2.97603199131348,7.8152833937462685,0.28894170346274783,17.413159148774696,1.181804214988766
8.738412015035157,3.23555452425778,7.4622269504992955,0.2967288786353876,18.12812461612509,1.1710193314946649
8.739686896169003,3.229565462417272,7.448726679368402,0.29694253187050473,18.162727109333993,1.173312872437154
8.245950424535854,3.1767356379462175,6.990634052585952,0.2948872007085696,15.909209614593246,1.1795711751619355
5.522673908090804,4.019868041926489,4.656176048675935,0.3008715154348669,14.257803380758293,1.186096455622908
8.544960089113143,3.811339703944484,7.457608218741666,0.33103543872853985,10.202966140794143,1.1458043703125702
7.749568458875383,3.301604070772693,6.576988234615809,0.29635876598204064,20.533154030429507,1.1782852853663452
7.4285316143794216,3.5364542552240903,6.33274414844192,0.2931529995468804,25.233538605553992,1.1730351708914537
8.85027252298549,2.938364245682152,7.461716659183391,0.27363317442867796,15.314458974907186,1.1860906715203605
8.76102278352312,2.9609106936237475,7.359582448082941,0.2835034004142459,14.189819552190555,1.1904238922963943
7.873719019444582,3.7652070074828816,6.789886316446645,0.3171025989425766,12.928261488820093,1.1596245728551668
8.289682660453831,4.357665121226697,7.30034762354378,0.4001172025675274,10.261858621540416,1.135518894157783
5.075985918780019,3.832453050193176,4.198635598324416,0.2739760865007819,11.321073072794308,1.2089608159388099
5.179150755569559,3.8174138733320553,4.326972884480864,0.2836993129173843,9.768317256630384,1.1969455075961115
5.642118666007017,3.80116286006481,4.733788750278745,0.28461330067625407,9.64347181656959,1.191882224502474
6.562047629921487,3.85762517645262,5.626766875628898,0.284870738122274,11.421816216842556,1.166219922553314
7.458848399945049,3.0162012654676142,6.2270700465010185,0.29916383376672095,13.235638231857134,1.1978102613662047
5.288831172396022,3.9143537066007976,4.427105730824762,0.25840915268689224,11.8431069203019,1.1946475855707026
6.493952856656276,3.1581374697453133,5.360392472815452,0.2899772977599316,18.243758649424915,1.2114696618931415
7.8473840389667835,3.2438703808610936,6.621850732904592,0.2787161031568773,21.26896498344933,1.1850741364453297
8.948704014756174,3.721803601832923,7.815783097979312,0.3367620621561405,10.205770073545851,1.144952962815686
6.456795915707797,3.384123316780009,5.424201065102208,0.28603170174082015,18.250767390519044,1.1903680999675723
9.744528441471973,3.027504334871504,8.282258749865607,0.2978977965212685,15.11009127243801,1.1765544564313561
9.692200341342527,3.051260219181581,8.24159849306255,0.2982190172234444,15.850943150501818,1.176009769160805
9.683021430797051,3.044382722666949,8.26650911394169,0.29876485088272664,15.881585054410262,1.1713555622247334
9.670105263731637,3.1430190650109453,8.254676413349948,0.29870263188660606,16.155104898441117,1.171469937706168
9.76671505352197,2.8715512148147857,8.236556652990464,0.2773894483075363,26.263088925612763,1.185776467642695
9.639908582621855,2.9723706643023444,8.153189653520867,0.2912963649875698,23.632801982492662,1.182348135181544
9.503170910453575,3.108994930671105,8.099459021331793,0.2881166157394482,21.385216701180465,1.1733093389848364
8.986608630550979,3.1920310147031827,7.691506215187485,0.31485290239245595,9.767562052032769,1.1683808579399197
6.6208252136173344,3.3138678274619506,5.548409097520057,0.31656589930814966,11.475984455005136,1.1932835335766083
8.198164317048292,3.2560456805470963,6.978112035926961,0.29453157522537887,14.402167614289368,1.1748398814521557
5.7318016080485,4.063076874804897,4.864851434528089,0.30807804167831954,24.93015483954649,1.1782069165293039
5.659425891300711,3.934911730055723,4.760266925846938,0.3100376290207468,26.46187818845801,1.1888883500569238
5.970323533943556,3.966452460183265,5.075467574230507,0.2879393165313534,27.651843673332763,1.1763100535321058
6.197665248659877,3.452708123702201,5.171853216506973,0.29405230929067533,21.806037903374072,1.1983451558290221
5.776414693138082,5.4066528330084305,5.045453868123996,0.35101520115064927,11.328201390482777,1.1448751379201239
5.3679476666989245,4.978505667108773,4.612646612732849,0.3522864630318453,8.596525034220202,1.1637457011948684
5.8277714617193865,4.979627517767886,5.058230536501191,0.3473727998945151,9.797312108391306,1.152136388340752
5.155031258037196,4.569537432464605,4.375937301316176,0.30145460225268517,17.829449779369085,1.1780404752341145
7.559226443480178,4.115755352536818,6.596777858540785,0.3391818431787502,12.746298603316252,1.1458967704503373
6.444423390129892,3.682386360872379,5.466635833055237,0.2740127938683321,7.088655228805426,1.1788645863626481
5.073615633768785,3.784037279159225,4.2067089525225585,0.2832148073802141,7.444722936166344,1.206077171259111
4.829018779497732,4.084168937010979,3.9994396534783196,0.2907669231875636,8.664587350184647,1.2074238388115008
4.594068449807739,4.171261982882188,3.7921835448460115,0.26540246245948435,12.064882138947317,1.2114573030231028
5.140701687935177,3.9382167692943693,4.30725241414188,0.2662978156474728,11.140793297984027,1.1934990554667417
6.771143827543082,3.918366168548274,5.829349167963899,0.31647450920303954,9.990367089641428,1.1615608591015552
8.778190166155044,3.990054926570915,7.708954176292785,0.3689430667183237,16.299824118419732,1.1387005247936823
7.222929226420927,4.212209303874096,6.299134652619158,0.33735213927172497,15.361513901291222,1.146654203274994
6.4960989865731085,4.09451901237819,5.575297721235695,0.30399843014080496,21.25779971330339,1.1651573263666588
6.122610240117753,3.935850453665246,5.229476436121904,0.30465829977177605,19.070276834805515,1.1707883790864124
6.469386931910887,3.5802539708417638,5.448142160127372,0.29717161492681066,16.288977540289675,1.1874482606671997
6.237615890057166,3.71337407297207,5.242936084253527,0.29453537555601367,16.39182549444751,1.1897180873119986
7.170971587959354,3.8484466696351047,6.1667165786394165,0.3236841183607784,7.10159334000417,1.162850845585887
7.893191008244405,3.1783241170409515,6.6895855930249875,0.298569510033271,8.909213781668942,1.179922268499618
8.791616723818802,3.34801057799759,7.547331722171999,0.3143342240809749,23.46570469732085,1.1648642258550042
8.51740938643515,3.0869038997750375,7.186019502568875,0.3065898942262898,19.525823878645674,1.1852750167725437
7.709324445760512,3.623353189327274,6.623181226220771,0.2952830896512734,14.185919166632965,1.16399116715088
7.168625571883448,3.3781832905196443,6.049962371833522,0.2977212243273521,29.681471037365416,1.1849041582899795
6.908852165871199,3.605550404175439,5.869427927426601,0.3113974178696231,27.49849419217945,1.1770912346648958
8.553847653567765,2.780402624489668,7.122753899864027,0.2750744695075973,9.696618282116926,1.2009186016845335
9.187807915018837,3.1939199420862314,7.845527771618907,0.3105883846328862,18.99942439054191,1.1710885720468176
8.891797372272316,2.674765523675767,7.363680152073208,0.27200409312573476,12.081890971597499,1.207520857593044
5.455116765176137,3.687073890962468,4.546135386407772,0.2840923628008846,11.399228347496118,1.1999459544223157
8.470755611971672,3.16364878119472,7.216697354040987,0.3017763484167319,10.485628532076875,1.1737717679443043
8.207723013940875,2.851695773969772,6.83654976528796,0.2814038742219832,31.86499176489288,1.200565094342608
7.020822154931309,3.451515180405701,5.923094852353748,0.28810199437152956,23.256757570143886,1.1853300225542294
9.87534337475048,3.2434665066912602,8.48120923614072,0.3173527856669201,13.243848805355757,1.1643791704452922
9.810792220121725,3.0993979138462864,8.395779548322423,0.31476877762335453,13.36060886498098,1.1685385691293
9.82620827387336,3.089565989866229,8.394442385972747,0.31567782602621214,13.061952686638728,1.1705611667897224
9.170446031208071,2.894654097268825,7.726937758911957,0.2890863696998309,17.025241832943337,1.1868150511023887
8.368539555406414,3.124981982020139,7.1062985034162605,0.3083871981952253,15.724914141217699,1.1776228582831623
8.115782834241717,3.1925899152245427,6.894340030204083,0.29755630621642803,18.17502178080256,1.177166022953103
8.973727877251754,3.890833529596782,7.850760714491101,0.37133586137050717,7.676099486535732,1.1430392803448788
9.005992320898057,3.989900382558541,7.908586974718559,0.35761539647132506,7.741175412492644,1.13876124138074
8.712895388299483,3.9428283216585647,7.627339211655672,0.3760210089194282,12.856887328042378,1.1423243606348235
7.745155189393892,4.544310742754233,6.842303497111908,0.36641452094786986,7.360861496726245,1.1319514243504503
6.878621039185619,4.5348460539018065,6.021978828238747,0.35813442777990834,7.446768220137929,1.1422526108743254
7.464728814337289,3.841236678071763,6.44633235940015,0.31428728448947874,13.197390118616102,1.1579807552820476
7.49050549515389,3.8403245638923496,6.439451169906983,0.3142032440432292,13.204812758055668,1.163221103400663
7.876089891737423,3.3086850603446343,6.706709745160972,0.3380398792181914,9.386414276749907,1.1743597368918766
9.956900368023833,3.205057499088518,8.535637008303139,0.2773178566143831,15.077384605083912,1.1665093487853506
7.981121325556321,3.3461469076928165,6.827479511036207,0.33872942901901015,9.900472588810516,1.1689703810396386
8.842515348561681,3.041149725574005,7.501481506761907,0.3553524292897968,9.953405739286136,1.1787691992029778
8.538761976994312,3.4818080201786787,7.38095092973804,0.3418265657599869,8.489125117027605,1.1568647533736367
7.066575835223326,3.482024208586405,6.0246052198733615,0.2753875640029699,15.13921644061623,1.1729525134547931
7.7015792222338355,4.213748726970976,6.7265249238623515,0.3432501079399036,22.09114368391277,1.1449566171846741
6.8551726457629,3.247969680921967,5.766799037839913,0.26560194158742123,8.233853627714804,1.1887309754998263
7.558989038104103,2.810273388871279,6.221037161170891,0.2989151928838752,11.357281741866345,1.2150689414434217
9.065424286653723,3.2559621929484224,7.7809665079424555,0.2975671730603197,15.038867504580905,1.165076893391091
9.07810519422168,2.8184038566468725,7.575152085812909,0.31066488613054216,14.605631179430153,1.198405667818019
8.988490208725857,3.934421478334933,7.885298627534189,0.3528720473793271,19.228517349939665,1.1399048575458515
6.959512436980503,2.911915772479889,5.7353021069359365,0.26032783838620555,8.300057989955938,1.2134517602070305
8.418313180078373,2.7655940484885826,6.972021176349576,0.28437952675780126,10.032424314054774,1.2074422849768294
9.01497991033259,3.091399689937255,7.6661289728720075,0.32093941186879354,12.274904178875019,1.1759494188310342
7.514907195199482,3.588676817421026,6.424147020606637,0.3015014683008765,12.663873279914792,1.169790661872157
5.906301050283743,4.592716193278269,5.111667819014962,0.32254434642509766,17.161305850188562,1.155454786853092
6.00183053794838,4.636500973265443,5.188976794814811,0.32196547039181383,17.200359621421804,1.1566501017976858
5.490462564196004,4.980585270467057,4.740740943760444,0.32541652829534484,12.444064904944822,1.1581443975381762
6.299098602930443,5.005596222245783,5.544141823887963,0.3366799924871753,12.809367977889869,1.136171981710426
6.511142304152246,4.5943085972270925,5.660204317446376,0.3441284601699756,16.274802274626975,1.1503369735405196
7.991643561748592,2.720396657537133,6.593281260296325,0.28696432233395835,10.291789980849106,1.2120889806222859
7.924022180725895,3.017815095750196,6.649635544821124,0.29194412360874866,10.624018082402646,1.1916475914078162
9.05961165012956,2.6858770960684044,7.514814528384855,0.26398862652340316,11.042898415258371,1.2055668993439184
9.339727124489208,2.570928149282895,7.733719969632389,0.2684969666106615,9.11096716726498,1.2076629566577335
9.542315570629476,2.413149657798634,7.781693314256951,0.25565909310998064,9.847298506926538,1.2262518176020718
7.673456994036729,3.18658076590436,6.489214846845777,0.3029961220564405,13.196020611859392,1.1824939033674589
7.621195836510046,3.614042721784519,6.569818206351013,0.32645556229163375,10.895087242452517,1.1600314646671153
9.44602423522866,3.175377261613227,8.074222294330683,0.3134128973426736,15.08449478467376,1.1698989563194448
8.830584834809848,3.0267468444221333,7.458772673170328,0.2912532689894292,12.087656557738976,1.1839192882998049
9.717042037393698,2.683424847202132,8.09146440615632,0.2841146435261819,26.148583991142644,1.2009003005686552
9.6445643414897,2.7638991136642983,8.074932342695693,0.2831620696958559,24.405875660430436,1.1943833003398279
9.732711293515019,2.839294576679059,8.193305462969487,0.28750601607511705,20.623290775404907,1.1878858096409366
5.909836291721605,4.753705430008537,5.149364159654296,0.32090530284360413,10.084464176258805,1.1476827251849213
7.611176879829442,2.8500179768184934,6.2744188549309685,0.29422138288056093,11.731419374529734,1.213048898360991
9.803518623879283,2.5786485840701,8.12019992057917,0.2939989030285358,13.425698953578324,1.2073001551395364
4.573554205248437,3.7238127319905954,3.7322517610979773,0.2777896674155541,7.48819040718152,1.2254141729985975
4.543311079986992,3.554841708832653,3.6846023231701244,0.27520462495015735,7.571347452575009,1.2330533071145815
4.535887147665361,3.539332903069255,3.6716603057187447,0.27628862794824877,7.55313327619524,1.2353776684080908
8.979786570952745,3.6910082539182456,7.812131502845985,0.3193079791321688,13.106444363865393,1.1494668987178953
8.985328447926475,3.6919777487671492,7.809234463027945,0.31932998818264957,13.10297614620646,1.150602980415895
7.991666433749029,3.4840167564027644,6.864354502446295,0.29865809718028724,8.254253554038062,1.164226939459637
9.130387587634456,2.74207280781328,7.614923902936736,0.2525973988708357,13.041426149543026,1.1990123215956594
9.259004438228775,2.602504375524582,7.648150188974475,0.2805443535953889,12.960942430919395,1.2106201119816524
6.993174453751225,3.9339264149949686,6.030008985003901,0.3348570025357305,20.587634005867308,1.1597286954534614
8.86380094806498,2.830635680116876,7.41160915196686,0.2939643661759655,10.14954518432433,1.1959347513235699
8.784534309426332,2.9750846785149045,7.398225025520464,0.29796466159370905,26.192549147318644,1.18738403862058
9.521812854842844,2.7456947170296355,7.9665962904259775,0.2799453460806668,21.339722407543253,1.1952171928538515
9.672023098988424,3.2867434178842956,8.337649344333942,0.3185921253061627,12.893485562596686,1.160041961414615
9.575661982727807,3.256205299243944,8.255613197860006,0.31680213237575267,14.187006884732321,1.1598971212956029
9.911874117033985,2.9370211852326857,8.367797015085964,0.30510223768934447,14.3510185383565,1.18452611830381
9.951882535516052,2.874587242350816,8.406782206519464,0.3254355360709536,12.636245924007618,1.1837921205807331
9.861882168960848,3.120128546243259,8.432390052386404,0.26981139130130244,14.090925077074989,1.169523955568195
9.906633089604966,2.9803222726760903,8.405251657632899,0.2826658376189101,14.778655639827546,1.1786242093785075
9.93923520515414,3.3409772527709674,8.617181806312882,0.33974207538220486,12.876507370610577,1.153420622722934
9.958746478347082,3.1566218222249094,8.538225273421387,0.3537173942286959,12.92853459381224,1.1663719519497373
9.894065925450002,3.500259226221152,8.606453747561153,0.3395764383404194,11.346636380505235,1.1496100735164847
9.463082164577155,3.1124416322591077,8.127243103298353,0.3248901077810372,7.73940866634384,1.1643655842824077
9.413811656285377,3.132548053122758,8.062986687578954,0.28822854503892703,8.732416589261437,1.1675340690798077
9.204048026030263,3.4422473301824437,7.929424807252738,0.3190492919737897,18.122370203922863,1.16074598722617
9.245431046509838,2.7345314356489436,7.6891708289618705,0.28437840284119614,12.741139898250783,1.2023963639468367
8.435701459462145,3.5565300518174707,7.269446072290338,0.33499333762724975,13.38036493695662,1.1604324972733944
8.750560929241749,3.4613891313675684,7.544702150154169,0.3418983676859066,15.53330773322532,1.1598285465865525
6.506078438605934,4.001821433246615,5.584686182940949,0.30813790808918823,10.906252587751247,1.1649855024046796
6.427866160546493,4.173400009479707,5.545998373989329,0.30484114555700637,11.003427936353104,1.159009744880762
5.3325794421418236,4.6257238901094935,4.5616257979086665,0.3028005249765938,10.802496088035104,1.1690085242385753
4.529888275983554,4.59469692710121,3.7938811314233467,0.29404612140133385,11.587719317059756,1.1939984725573307
5.457482966239134,5.303742525271473,4.757279713889662,0.3065313514716774,8.32508901398121,1.1471856385289083
4.2227163429213,5.26572687042768,3.5602367077802497,0.275265246938597,12.226005748213064,1.1860774126881288
4.280172655647581,5.336650741950317,3.607248935261144,0.2755312490031012,12.509534222529185,1.1865476246478457
8.25354569329324,3.9496567752249443,7.1914776678958825,0.3515201645365011,20.257724898076514,1.1476842555096334
4.954741887113562,4.376103847677749,4.163170300984292,0.2922665985837521,9.269077395836508,1.1901367296798115
5.001399648285377,4.6663164163704804,4.252712575830531,0.2831861086301191,12.12746732734165,1.1760493000890453
5.171932720386015,4.582194560141815,4.439242380454459,0.28912704032891867,12.229880068628592,1.1650485098893266
5.128168666179524,4.804804347243723,4.376581110199979,0.28509677888415436,12.343308673407355,1.1717293789501373
8.753840967440995,4.049432343160887,7.712321758322163,0.3616165420839803,9.248516881450392,1.1350461303037516
5.346307547806785,4.936649220681357,4.602115036590773,0.3248164976568146,10.953230871420185,1.1617066295168725
7.845761575249015,3.698142212516641,6.770698239343641,0.3088918563506494,18.946219424952652,1.1587817530632691
6.793499770584589,3.8074738668228467,5.815040964754979,0.3330762635842891,22.79460382339135,1.1682634416094502
6.642390852787026,4.2524030161449975,5.750317167359628,0.3011213107007959,8.649121933456087,1.1551346924811472
8.424915874673673,4.255736436631861,7.419676786698056,0.3567064152870091,11.29147260795728,1.135482867633507
8.889143363161422,4.296806167614925,7.8864041680385295,0.34947423962493385,10.85442618776317,1.127147832365316
6.210140835454794,4.087601941745975,5.306084791950896,0.3344136744373862,6.178059521180044,1.1703810019913954
8.605276705216742,3.8745511902747225,7.518531712147858,0.33704261015838766,15.587294087836009,1.1445421838565908
7.810508825367508,2.6306412731173388,6.3886283673066595,0.2679382607138592,17.267366114922105,1.2225642776996104
7.799937629125939,2.6304845143875424,6.394003612234768,0.2679349720436347,17.268951346036893,1.2198832065407268
6.960243890968891,3.236059648433095,5.836883310315237,0.2676875071151879,14.639819760431365,1.1924589752665424
4.83263193608643,6.236612550886127,4.200554631085097,0.3748755858568681,15.750866351148739,1.1504747254859657
5.946225798160821,6.241401700625382,5.302364930332871,0.3654562943050354,20.02482473293562,1.121428999378119
5.735025884603529,6.249574562109986,5.08341951016946,0.4148852467624825,12.314818207819437,1.1281826874863508
