day,actual,fitted
17.0,124.0,105.76475026485392
18.0,150.0,139.425182604515
19.0,201.0,183.76967673227182
20.0,320.0,242.16831836725552
21.0,438.0,319.03866584562707
22.0,510.0,420.15985514559964
23.0,698.0,553.0724117830733
24.0,689.0,727.580764787276
25.0,856.0,956.3736896409742
26.0,1104.0,1255.7708192853722
27.0,1189.0,1646.5864467643291
28.0,1190.0,2155.0678700232993
29.0,1143.0,2813.80367465048
