q,rho_0-4,rho_5-9,rho_10-19,rho_20-29,rho_30-49,rho_50+,seed,phi
0.27730668373243134,0.06180508423335644,0.017796465440276178,0.00549837490559868,0.007707673744577469,0.00977420975665538,0.021763926832977194,158.50300184207777,7.514048069564547
0.27853101874561814,0.056551237969202306,0.019624453536417848,0.004972668623510793,0.0070952309769604935,0.009668961143822933,0.030865597577741398,140.88081787030032,6.295412820893647
0.27531517136288236,0.06499093223033611,0.019942759692871466,0.0047947956749901845,0.009592783586722012,0.009275741633310922,0.01820203522733926,137.79509450609748,4.5715214917123
0.27699125480525427,0.06479450097654633,0.020485722106649385,0.004823379131464783,0.009470839117936246,0.009605542099980373,0.019948032007966448,140.93611331643385,4.553646834970002
0.27866072411845294,0.07191013714125116,0.018451195279506175,0.004903045570204654,0.007377451166649056,0.009336874329967836,0.029003823675064037,146.5573160639655,4.927565193954543
0.27323055107168276,0.05279353785737262,0.01832347107588846,0.004653479087538507,0.007768818268555798,0.009211528884403561,0.02073367452367124,161.8451391531296,6.124605972251417
0.2781256297737521,0.06618412793275276,0.018720549611895718,0.004734251837225147,0.007485096808732804,0.009724465789247055,0.028592196364411453,152.91006358638873,4.714282479707164
0.2755781716328506,0.06869979924381787,0.01817727858055258,0.004944845633150769,0.007682152095965957,0.009555960569080237,0.023382992459317877,148.94249146806752,4.683830440072441
0.27735750976272544,0.06281419908034974,0.019165148835240838,0.004810130254115247,0.006347693038507687,0.009387538867340051,0.0230872220984071,144.4673370593375,5.989317165941699
0.27779537215038924,0.05821919571128006,0.016678141018074744,0.005556549917820137,0.008368018490671598,0.008448012610941563,0.02339269368833955,146.20247407434064,4.805916434974131
0.27441919396377923,0.059212748107261605,0.020606933367492447,0.004374401153331255,0.007397265163486148,0.009145999172169232,0.027332581502809587,157.70336115009772,6.776927261727396
0.2771522200706445,0.058006304378581036,0.01873709549230222,0.004842163730718401,0.008070699590509742,0.009801148887112515,0.02229352716165622,148.73632224908775,6.616634531248807
0.27776717936889506,0.054328104357374216,0.018463047421709795,0.00556468166981527,0.007570313642785654,0.009533329979262498,0.023171832104159,146.04388775887801,6.066591841990947
0.28215281390569474,0.07166633340366292,0.017215927441096145,0.00401594218649298,0.007736866608026792,0.008419455652218766,0.024016649998017902,125.66553828586709,5.108632575414944
0.27505089972533947,0.05203570751813227,0.016985906387631325,0.005406392161225083,0.007814425365184147,0.01001708616853134,0.022081014549479437,165.10022538511956,4.419508560856727
0.2737521693546675,0.0533207131009008,0.017105664815615422,0.005023568287065056,0.00852282962619759,0.010485788215193203,0.02096105917706473,167.5909213764748,4.353385271420584
0.27489162061565364,0.058770089035603476,0.016947866990034692,0.005117238950910367,0.007931471357133095,0.008885823883985577,0.025377047951846116,163.37095851285272,4.6455374306643105
0.27645803118784285,0.058196770320680206,0.0182924727416238,0.00405666829655171,0.007969116634176435,0.00838456675959767,0.025017045173236673,155.03642794442194,6.800919520238657
0.27746007889714064,0.051783312997935635,0.0168530258918793,0.004737154668098896,0.007484275180804932,0.008406763131205083,0.025984577576656193,146.58743481632186,4.838360513503403
0.2744814875424982,0.06397392968664005,0.02024309344051614,0.004666016919889841,0.007198697875289703,0.00975214497533718,0.022564012712671215,156.24984222625875,7.422236540231253
0.27905146713991,0.054069006858621996,0.016800413695377443,0.004769812881195055,0.008517742636186886,0.008830999149766532,0.027459982704106333,139.7826437270015,4.517598779683421
0.2737605216431676,0.06682839031901124,0.019940858649532857,0.0047902836425822186,0.0069452542948797834,0.009772940354758269,0.023199219839565573,166.27382563897018,6.77354303676171
0.2721099035523677,0.06421945564398818,0.020300860031045427,0.005116409527540927,0.007538621435097255,0.010123812933305023,0.02297702749483784,167.98990426176738,4.948828008213425
0.27326033242441206,0.05816053727461017,0.017460428046040727,0.0042837913125592705,0.00812783808901546,0.008438107946122896,0.022352247240572217,172.91808889559877,7.147231696404046
0.27760396235549656,0.05727263834606361,0.015897717711263255,0.004588010459521668,0.00827961638449262,0.008506836877638868,0.023930176776366874,152.09319892923855,6.29391898855742
0.28129450309025344,0.060874236141934907,0.01617132706746865,0.004691604729434307,0.00835712920882915,0.007807944335747506,0.022211886584825747,128.6215928883799,5.442663905600134
0.27723126586051144,0.05655703802795606,0.020649447839010904,0.004628890859755099,0.006547210467914312,0.010899878128697475,0.02456865062522252,150.67761410879422,5.23073374483555
0.27809137402389555,0.06462993561940733,0.015921582744747895,0.005303480830194669,0.008571123955419056,0.008773521747163723,0.024108583292151712,147.0947459325833,5.2731643564973645
0.28176808107466417,0.05804463721945998,0.022436201101349675,0.004719301366500332,0.007401260266900399,0.00964653869833049,0.0214345808065426,120.53768870987476,5.698209104694342
0.2788069730113085,0.06097606078360693,0.02061284554027613,0.00494357773189466,0.00704948674337894,0.008769689086741934,0.024358851175608428,135.89719225761274,5.9267322489634715
0.2782759275400225,0.06618248421782409,0.018634759442456093,0.004751771325319798,0.008052233124652922,0.009593910419396612,0.0237490181035554,138.89883677976425,4.739638486608787
