beta,phi,R0
0.8768589886695614,3.764614135993419,3.5951218535452014
0.813304611947748,6.553309072804048,3.334548908985766
0.8739153679403872,2.798031538488132,3.583053008555587
0.8704284861441399,2.954677855228697,3.5687567931909734
0.8446338310553678,3.746984236460814,3.462998707327008
0.8339114951155625,7.732050763458196,3.419037129973806
0.8339114951155625,7.732050763458196,3.419037129973806
0.8147349896906446,17.154957935564262,3.3404134577316427
0.8172335354345099,7.379915331570206,3.3506574952814905
0.8003843219168345,17.846105510489437,3.281575719859021
0.8003843219168345,17.846105510489437,3.281575719859021
0.8395521950732959,7.6725955324874855,3.442163999800513
0.8532570258824365,3.337468744108354,3.498353806117989
0.8174338112555244,7.694931574368783,3.35147862614765
0.8107639335716922,7.724249718049211,3.3241321276439377
0.8107639335716922,7.724249718049211,3.3241321276439377
0.8191887208657743,19.506859668732773,3.3586737555496744
0.8191887208657743,19.506859668732773,3.3586737555496744
0.8295362090069116,5.466455031592266,3.401098456928337
0.8115388389818928,22.994147786226975,3.32730923982576
0.8115388389818928,22.994147786226975,3.32730923982576
0.8115388389818928,22.994147786226975,3.32730923982576
0.8115388389818928,22.994147786226975,3.32730923982576
0.8115388389818928,22.994147786226975,3.32730923982576
0.8115388389818928,22.994147786226975,3.32730923982576
0.8401452270237595,10.715280743505598,3.4445954307974134
0.8401452270237595,10.715280743505598,3.4445954307974134
0.8808670117133233,4.899285695992207,3.6115547480246253
0.8103846569767275,10.472652040924519,3.322577093604582
0.8695820483787511,2.0827759490036946,3.565286398352879
0.8063949011816747,2.023885875975803,3.3062190948448658
0.8199209737026926,2.0207753499264527,3.361675992181039
0.8940191031142392,2.0143304799136867,3.6654783227683803
0.8565755471817939,2.140229958096135,3.5119597434453547
0.8423409071169908,2.570533427519133,3.4535977191796623
0.8620116806114276,2.371432382991818,3.534247890506853
0.816989865037118,4.1830605448837925,3.3496584466521835
0.7807836288471628,2.8213468028945283,3.2012128782733673
0.8408717748849235,2.9292561191189184,3.447574277028186
0.8422425705277058,5.224012765272375,3.4531945391635936
0.8290687928852675,5.7111444175327915,3.3991820508295962
0.8205863104882604,12.846372030739682,3.364403873001867
0.8267098975310729,5.633462789133025,3.3895105798773986
0.9156492090619953,2.3550668861920077,3.7541617571541805
0.8160688920266195,12.473652640721312,3.3458824573091395
0.8160688920266195,12.473652640721312,3.3458824573091395
0.8160688920266195,12.473652640721312,3.3458824573091395
0.8384133350173303,4.811102249199125,3.4374946735710536
0.841366974868116,11.398074134251292,3.4496045969592752
0.8374247540130041,5.1716869822295255,3.4334414914533165
0.8361198780547379,5.218945155746527,3.4280915000244248
0.8563260968614882,7.97457008893145,3.5109369971321014
0.8298561266010177,23.768181865353295,3.4024101190641725
0.82317184563338,16.465769869508524,3.3750045670968576
0.8262548265543972,13.557961876581379,3.387644788873028
0.8380813127730511,13.313356909662884,3.4361333823695093
0.8446399147482303,9.69573828048213,3.463023650467744
0.8272819827555931,8.544963303187531,3.3918561292979312
0.8563582656825711,5.938293142454935,3.5110688892985413
0.8249021778306127,9.984759479410037,3.3820989291055117
0.824376361092398,11.769428852373773,3.3799430804788315
0.8664506155970476,3.7018770740279354,3.5524475239478948
0.8689390033570439,4.037188950242145,3.5626499137638796
0.813849473354642,3.2448486580731744,3.3367828407540316
0.8016782845106392,3.798173038203545,3.2868809664936203
0.8255014329221193,3.60266294436223,3.384555874980689
0.8421715851485582,7.561555396111288,3.4529034991090883
0.8282585555951318,31.027167314456566,3.39586007794004
0.7928891914323895,23.125943656878192,3.2508456848727962
0.8206036650223744,37.12169324969954,3.3644750265917347
0.7861789852219588,34.11625536215969,3.223333839410031
0.8297057769319743,15.457503264993582,3.4017936854210946
0.8297057769319743,15.457503264993582,3.4017936854210946
0.8313403697492455,17.29834770316801,3.4084955159719064
0.8404345347605875,2.875421366100009,3.4457815925184083
0.8077089707377297,12.42905416551605,3.3116067800246918
0.9742710890309679,2.190384398624816,3.994511465026968
0.8228923430201798,2.079884063124119,3.3738586063827367
0.8916640268039863,2.6388342247693464,3.6558225098963435
0.8364961692588389,5.107236845508109,3.429634293961239
0.845504706965022,11.129609519564791,3.46656929855659
0.8359643013582958,6.690273481827129,3.4274536355690124
0.8958555444302704,3.978528020998691,3.673007732164108
0.9217849739194953,5.5407137508516,3.7793183930699303
0.9022141053038023,4.768029935251134,3.6990778317455892
0.8585282010761394,8.772698102235015,3.519965624412171
0.8199600081911357,10.225795543713224,3.361836033583656
0.8612645222833551,6.044529337167767,3.531184541361756
0.8697367871925351,6.236429574303401,3.5659208274893937
0.8697367871925351,6.236429574303401,3.5659208274893937
0.8372508350869113,2.721386518183259,3.4327284238563363
0.8708173220150925,4.120486438781913,3.570351020261879
0.8347957764989308,9.063112110916343,3.422662683645616
0.8465920852312838,6.468466976730656,3.471027549448263
0.9181142490951448,3.1206265910412885,3.7642684212900934
0.8503611519440254,2.711128617126854,3.4864807229705037
0.8787236979378382,2.8066637730379487,3.6027671615451364
0.9088620358275125,2.248567555177272,3.7263343468928007
0.9170647842063626,2.2095055875904692,3.7599656152460863
0.9125570522725001,2.302920610798421,3.74148391431725
0.8315992479412068,8.093397312586642,3.409556916558947
0.846338959467811,15.31865371373153,3.469989733818025
0.8327024233297126,7.72595842473762,3.414079935651821
0.8611053705394193,4.0680408369116865,3.5305320192116185
0.8115197747325521,3.7209709593818796,3.3272310764034634
0.8583613098548363,4.471295692526487,3.5192813704048285
0.8243913034079874,4.808539800938398,3.380004343972748
0.8964011355611406,3.4015274891623966,3.675244655800676
0.8819255531168289,5.747986223650818,3.615894767778998
0.891374044742747,4.96832290166016,3.6546335834452623
0.8360461451291064,5.416426078724254,3.4277891950293355
0.8395190216352637,13.867270064888759,3.442027988704581
0.7981393212004801,5.052040386831759,3.272371216921968
0.8497174927899627,5.061425340789873,3.4838417204388468
0.8299915184307681,8.025149149332293,3.402965225566149
0.9234069074217797,2.7005889787685597,3.7859683204292964
0.84022950378018,2.790246942426262,3.4449409654987377
0.8142675591235894,4.3764550977192656,3.338496992406716
0.7886716878093264,5.647617617780004,3.2335539200182377
0.8212523701821457,5.3550877378813935,3.367134717746797
0.8744024962057456,4.483202969038657,3.585050234443557
0.9114082270645447,7.4627545655351355,3.736773730964633
0.8826697698915094,3.8776860308361787,3.618946056555188
0.8173958445608083,40.620174583097594,3.3513229626993137
0.8173958445608083,40.620174583097594,3.3513229626993137
0.8342206586989024,12.22276643238849,3.4203047006654996
0.8313657829048849,9.875847528372393,3.408599709910028
0.8454860402382172,4.707303713850838,3.46649276497669
0.8217769120179315,6.5893955664081085,3.3692853392735187
0.80994322122911,13.0298254059907,3.3207672070393506
0.8472854004943081,20.92935746962596,3.473870142026663
0.8092198145088725,10.001500927956121,3.3178012394863767
0.8092198145088725,10.001500927956121,3.3178012394863767
0.8330127794630673,11.25195110819013,3.4153523957985756
0.8330127794630673,11.25195110819013,3.4153523957985756
0.8055525891948045,6.9365238765997494,3.302765615698698
0.8661556930256906,2.8602630878210222,3.5512383414053312
0.8608554062113798,6.496385920355682,3.529507165466657
0.8608554062113798,6.496385920355682,3.529507165466657
0.8593888255009332,3.1612390059738456,3.523494184553826
0.9091407204354011,3.1252013928344113,3.727476953785144
0.8335895528785074,3.4146095108246373,3.4177171668018804
0.8068194073448427,4.642302285398161,3.3079595701138547
0.7989573809575395,5.997129025894505,3.2757252619259116
0.7944360481105355,14.919105897404942,3.257187797253195
0.8337175305803045,3.432680096976844,3.4182418753792483
0.8755411123465787,2.5253559684254574,3.5897185606209723
0.884684617755417,4.059862158010943,3.6272069327972094
0.8975621460924293,2.7012597881273983,3.68000479897896
0.8002698949949987,16.263579670763917,3.281106569479494
0.8002698949949987,16.263579670763917,3.281106569479494
0.826947798256604,6.480293245257546,3.390485972852076
0.826947798256604,6.480293245257546,3.390485972852076
0.8514383421171177,8.396558788464962,3.490897202680182
0.7838303038610842,3.562888153649882,3.213704245830445
0.8736405161601678,5.096327620820717,3.5819261162566876
0.8073338572541315,13.385816185450325,3.310068814741939
0.826695605257766,8.15912084988923,3.38945198155684
0.8350937418063434,6.916960455669853,3.4238843414060076
0.8141721063277384,14.740153629031635,3.338105635943727
0.79958234270555,18.194260175167884,3.2782876050927543
0.79958234270555,18.194260175167884,3.2782876050927543
0.8136913962765033,8.537947342787565,3.3361347247336632
0.8240205744120483,4.255045049502094,3.3784843550893977
0.8217251315695188,4.767814023308725,3.3690730394350266
0.8151155020967193,4.190266303476603,3.341973558596549
0.877297052670041,2.397682277688922,3.596917915947168
0.9173948801374407,4.360861858595081,3.7613190085635066
0.8994974807506569,2.942123633463002,3.687939671077693
0.9029688737240796,3.763513035176157,3.702172382268726
0.9029688737240796,3.763513035176157,3.702172382268726
0.9158564653834048,3.6439408612127426,3.7550115080719593
0.802447885807942,8.626337813228382,3.290036331812562
0.802447885807942,8.626337813228382,3.290036331812562
0.8567466115937733,11.658238251807184,3.5126611075344703
0.8364030530030497,5.366985456921836,3.4292525173125035
0.8450713030575696,10.550724771154737,3.464792342536035
0.8616328133522255,6.067675790396685,3.5326945347441243
0.834747223430264,2.9713676460951897,3.422463616064082
0.8541657904701618,2.8554704940483777,3.5020797409276634
0.8286856564609745,3.5235166354135155,3.397611191489995
0.8567854265174524,8.845352993196272,3.5128202487215545
0.8348474406215309,3.9600250464777673,3.4228745065482764
0.8112005853590608,4.9320088144297625,3.325922399972149
0.8738292313832745,2.8439863971688677,3.582699848671425
0.7856823342869033,2.118730002357535,3.221297570576303
0.8046902839241424,3.250431917562484,3.299230164088984
0.8219095106409118,7.665252853931475,3.369828993627738
0.8376449514096276,8.485195110008174,3.4343443007794727
0.7986505146553183,9.335577211158046,3.274467110086805
0.8732587302105442,4.38900278462325,3.580360793863231
0.8335095208194677,2.9067599268609907,3.4173890353598173
0.8456653226737332,6.9981569597977105,3.4672278229623057
0.8543978356818753,22.07213138803345,3.5030311262956886
0.8766702245542985,4.68973429656779,3.594347920672624
0.831241556087989,3.302095996612083,3.4080903799607545
0.8353574984291483,12.98195904546412,3.4249657435595076
0.8353574984291483,12.98195904546412,3.4249657435595076
0.8314768539474959,13.520489374899656,3.409055101184733
0.8557936402187812,5.482597320654317,3.5087539248970026
0.8392951917396999,8.584653101840729,3.441110286132769
0.8392951917396999,8.584653101840729,3.441110286132769
0.894706264011902,2.279808335866331,3.668295682448798
0.9041802409878664,2.23992974122525,3.707138988050252
0.9426383374199842,2.232249457270261,3.8648171834219345
0.9495956097774092,2.068471696166806,3.8933420000873773
0.8752998347399163,2.0688821133774757,3.5887293224336565
0.8730909885810593,2.0761547406268726,3.5796730531823426
0.891751302363718,2.3019404583933762,3.6561803396912436
0.8573141429716679,2.4664493682548754,3.514987986183838
0.8732568979355229,5.066431097272054,3.5803532815356434
0.8791621491261801,2.3011185458113195,3.604564811417338
0.7897413715761895,5.69971832875588,3.2379396234623767
0.8278314200758248,2.635491059009892,3.3941088223108813
0.8501397604269779,18.469193972851933,3.485573017750609
0.8482558667193171,5.4073569712374905,3.4778490535491997
0.876243636078776,3.1583650415617996,3.592598907922981
0.7953132717164991,10.106005687405062,3.260784414037646
0.8218163846611508,3.775607515250057,3.369447177110718
0.8293266387427087,3.8004193727845483,3.4002392188451056
0.895775851112692,8.206856739702358,3.672680989562037
0.8614176952518264,6.547200878840394,3.531812550532488
0.8205529060227378,8.378334317295474,3.3642669146932245
0.8026396112825465,5.060447181214354,3.29082240625844
0.8106704138997504,4.739397670889954,3.323748696988976
0.8734385367607755,5.562684765150883,3.5810980007191793
0.8801018682028614,6.597149536760139,3.6084176596317312
0.866632637993202,8.164650468390029,3.553193815772128
0.8178079243712821,5.62043172588402,3.3530124899222566
0.8192496013546067,21.797985828262632,3.358923365553887
0.8192496013546067,21.797985828262632,3.358923365553887
0.8140501891432762,24.65501151420621,3.337605775487432
0.8140501891432762,24.65501151420621,3.337605775487432
0.8140501891432762,24.65501151420621,3.337605775487432
0.8140501891432762,24.65501151420621,3.337605775487432
0.8140501891432762,24.65501151420621,3.337605775487432
0.8370682325902306,10.282965896509463,3.431979753619945
0.8868642925475564,4.76567361403975,3.636143599444981
0.8684633316237265,4.4518893965491735,3.560699659657278
0.8081826677853208,2.6943338138266215,3.313548937919815
0.8651460752812937,5.117344885039458,3.547098908653304
0.8680595673823212,3.2070953812176795,3.5590442262675164
0.8621397202658718,3.3419454810284845,3.534772853090074
0.7867565982572134,16.427389392423443,3.225702052854575
0.8681216383651105,6.430137395038191,3.5592987172969526
0.8681216383651105,6.430137395038191,3.5592987172969526
0.8408447728300503,4.501274706713568,3.447463568603206
0.8480946993035444,9.982968118043013,3.4771882671445318
0.8059139026300814,10.855050818715785,3.3042470007833336
0.8059139026300814,10.855050818715785,3.3042470007833336
0.8037134326497714,3.230585065420036,3.2952250738640623
0.857785638332808,2.4039989192674756,3.5169211171645123
0.9038552494990298,2.8196737409980734,3.705806522946022
0.8250345630888711,4.315129000385667,3.382641708664371
0.8915161249262117,6.90797562559914,3.6552161121974676
0.8915161249262117,6.90797562559914,3.6552161121974676
0.8464531730573557,4.8384167327173,3.470458009535158
0.8359583578043794,6.093601216278345,3.4274292669979554
0.817937706774447,16.173680155581593,3.3535445977752323
0.8180513015546111,15.150998152110589,3.3540103363739053
0.8637647144198917,4.610924186916607,3.5414353291215557
0.8602006118583185,2.9259289034612976,3.5268225086191056
0.8209723931705143,13.956636467856036,3.3659868119991083
0.8402721324481867,6.425858413984347,3.445115743037565
0.84652909977169,6.08119306157862,3.470769309063929
0.84652909977169,6.08119306157862,3.470769309063929
0.8150134027863601,7.053399561906151,3.3415549514240763
0.8312746402139396,11.009451364293493,3.408226024877152
0.8345812340368294,15.841946928656462,3.421783059551
0.8440531203424545,4.27108209355306,3.460617793404063
0.8561175531199411,5.973752774293477,3.5100819677917583
0.831265058025002,3.65265517720934,3.4081867379025077
0.8672570465161821,3.3645208805667814,3.555753890716346
0.7927047518983579,4.6376026103941985,3.250089482783267
0.8415806566393118,4.484529461964421,3.450480692221178
0.8415806566393118,4.484529461964421,3.450480692221178
0.7989478925639567,13.021321578424665,3.275686359512222
0.8295216431720955,31.492500666634207,3.4010387370055915
0.7744054721283387,26.779255139003197,3.175062435726188
0.7744054721283387,26.779255139003197,3.175062435726188
0.9105193205716118,2.8490910618058303,3.733129214343608
0.9244610356539386,4.248729862440108,3.7902902461811476
0.8371162099916251,4.545313752208691,3.4321764609656626
0.863930387997044,7.415002100379452,3.54211459078788
0.8502897578540083,4.126128066451271,3.4861880072014335
0.8497787240400433,2.616645953169008,3.484092768564177
0.8661285647654554,2.539657702534762,3.551127115538367
0.8412981274609307,2.805294816323781,3.4493223225898153
0.850822424021614,3.143266822281234,3.488371938488617
0.8501495945291656,2.9301559311966465,3.485613337569579
0.8250127226145672,2.502351057446617,3.382552162719725
0.8768301654798634,2.2080691958826724,3.5950036784674393
0.8890925402169755,2.6945628689751486,3.645279414889599
0.9261039872426554,4.146952862514827,3.797026347694887
0.7898390395395772,4.861857203264387,3.2383400621122664
0.8258548878375359,17.228767054001597,3.386005040133897
0.8258548878375359,17.228767054001597,3.386005040133897
0.8258548878375359,17.228767054001597,3.386005040133897
0.8153773705341882,5.843676498633997,3.3430472191901717
0.7909501497961441,6.5900142852182,3.2428956141641905
0.8907746036490752,6.737860277933051,3.652175874961208
