beta,phi
1.1503438673187742,2.015732986508613
1.141922788908024,2.026547819300968
1.141922788908024,2.026547819300968
1.133601189699677,2.0017904076622406
1.132502624546496,2.000506345337731
1.1338549247214398,2.000134929580622
1.1538984699624506,2.000134858324841
1.1239067505236835,2.001329480007384
1.1485390314514174,2.005258709937352
1.1038533051871688,2.0504285474225123
1.0878637652504257,2.03749636128247
1.0878637652504257,2.03749636128247
1.127591734853527,2.017847719820091
1.1673643233135094,2.0163845692094484
1.1406264397729653,2.007741763669744
1.1427981793568895,2.0008286070801993
1.1439255770709857,2.0012052658790815
1.1686425868048564,2.001736601606595
1.1543505760850432,2.099797687361921
1.1643137394312568,2.0181393845700866
1.1235414558636767,2.0317412077864154
1.125558188091757,2.0109590483544038
1.143871403084357,2.044907612553167
1.1516330191093536,2.010111139069725
1.1531630567992925,2.074547383353329
1.1562057992439048,2.0124318810779007
1.1360094912298728,2.0228303548923323
1.1360094912298728,2.0228303548923323
1.16036032216705,2.0103979080088323
1.1213128158569776,2.030354250824748
1.1410795216428349,2.0041938981222716
1.144342795154774,2.0501328212483814
1.144342795154774,2.0501328212483814
1.1406833527642257,2.010905810108498
1.1530189720451849,2.0028925306854823
1.1537562189194526,2.0015322737492096
1.1714385408350005,2.0014937729716116
1.146009603287891,2.002106355021324
1.1417101174676394,2.0063175709887284
1.1258417192296986,2.0272760604416353
1.1305343364989446,2.030457631009679
1.1523003439355917,2.003004078717112
1.1523003439355917,2.003004078717112
1.1486137661531755,2.0038031150783153
1.15294725199463,2.0030569038143806
1.1566361406520607,2.0019653398978536
1.1447260563004957,2.0077549260608447
1.1111141317371565,2.030693479478716
1.1377621582215471,2.011678202876262
1.1504569624805576,2.027042900759779
1.1287032816568494,2.008423128530203
1.1412501101016268,2.0077577975000427
1.1193754123110637,2.003816832457205
1.1287661071545638,2.0021256276939057
1.1663178316229184,2.0484022153574313
1.1663178316229184,2.0484022153574313
1.1649725787762222,2.0108338779840653
1.1592512738833365,2.001618251872372
1.1251566784843836,2.073105062738235
1.1475317072303006,2.0474687518265413
1.1178571178641579,2.000659687581956
1.1106026150554427,2.0005640761754724
1.0820099058815298,2.0021224683126984
1.0933169767961932,2.0033016989892345
1.1440085267869866,2.013422991962806
1.1733873352077382,2.010338417549863
1.1742994054588314,2.03644108475088
1.1623220046919402,2.1279018953799507
1.1318207308917843,2.0007864614045303
1.1567248397513656,2.001596618289597
1.1615362099967612,2.034329273029457
1.1615362099967612,2.034329273029457
1.1368190648093095,2.007291709150824
1.1368190648093095,2.007291709150824
1.1504468642554007,2.0015058493398694
1.146278888785461,2.002935397645864
1.1475012310573767,2.0008290050623088
1.1443535925803316,2.0010463587773044
1.1703079460755426,2.0036300674729204
1.1203714103967934,2.015701564382412
1.1353983864285493,2.0165010985317093
1.1685850014251562,2.0124608927358207
1.1480553761237573,2.003700664358032
1.1489100536504415,2.049743947174508
1.1470946069590797,2.0111200428092837
1.1646417960236621,2.0082109099096033
1.1413450529494307,2.005760688700772
1.1608115227934328,2.0429422355320557
1.137546485188198,2.0087545410046594
1.1292909959077522,2.126200656679645
1.1509199633728489,2.0066259348503706
1.1414279009084918,2.016763681746339
1.1629701979213305,2.0304860408600405
1.1629701979213305,2.0304860408600405
1.1371429103088446,2.003104269304789
1.1480950489565207,2.0338608898000623
1.1480950489565207,2.0338608898000623
1.1480950489565207,2.0338608898000623
1.1542033312725342,2.0184271629133614
1.160572261727449,2.030916114530381
1.1370299242439899,2.012714272791796
1.1130950682829384,2.0404641009598703
1.1130950682829384,2.0404641009598703
1.1381773469716547,2.0355818761368702
1.1489074218793167,2.00527515811862
1.1609146407879194,2.0041847900289893
1.142997774737792,2.008432345909974
1.1493825745635582,2.002019571849562
1.1342742708007088,2.0010288873591735
1.1619078134165808,2.0080606649361106
1.1475626110696302,2.0040446742772904
1.1638034594806794,2.02773308649076
1.1568803189129364,2.023282465108597
1.1351371404014583,2.007507118968665
1.1586545543766538,2.007609331926314
1.1501750370736548,2.003086618014531
1.1133809417660092,2.017575045732094
1.1333008709423522,2.032992828219146
1.1339234814794246,2.0123219783371966
1.1563919539976073,2.0190789649539687
1.1610734119403094,2.002077566625928
1.1210374218880128,2.0150349634088576
1.152804180331232,2.0385668240229973
1.1367441229044704,2.011614711167026
1.1481761050640673,2.0506995896958986
1.127555174553655,2.0087056789117996
1.1478402767646791,2.008825600204474
1.1741929723507019,2.0447787595108067
1.1630129196845416,2.0274158895932493
1.1353608805967073,2.010043195767307
1.1255420620575387,2.0323218195427986
1.1521210748550659,2.007173472873277
1.1570864621965236,2.1132478612267165
1.1505785467203589,2.009801680138161
1.1508803291564182,2.0017574215432186
1.1566531967875153,2.001058406983416
1.1299234520861707,2.0003640423243803
1.1491789137192794,2.0002477733156154
1.144685318897747,2.0003647119060104
1.1509645892970728,2.004966339996121
1.1209636003867534,2.086129679094292
1.152920019853121,2.0940041381522847
1.1242408047772814,2.001274709476424
1.1298840191415527,2.0035176255171123
1.146067014197479,2.01283567722043
1.1252025391045566,2.0041353161986373
1.1586077028529052,2.07623517804993
1.1538526126323831,2.085313161575983
1.1388777475090426,2.006643305564607
1.1436503679744017,2.005522691696368
1.1472325281154052,2.004407455294798
1.164109974792698,2.0230359615254905
1.1071371644625216,2.0240703975580603
1.159189965964264,2.010189637880783
1.1149622334308764,2.010780397039078
1.1484901093906414,2.050870474705085
1.1349419974179,2.015143726328836
1.1593259336735007,2.007721211476142
1.1345745445393083,2.043229643338445
1.155956285340663,2.0135339637326286
1.1188160863200995,2.0133263632588325
1.1758544581939097,2.008181307355724
1.1142307666638518,2.008348446761457
1.1434757630914343,2.0063686795227293
1.1366548226095017,2.0057523566111244
1.1586476750365997,2.0071788946367617
1.1596895605500903,2.0218281508326026
1.143477045466997,2.0253047298411375
1.1352065632641977,2.011114308712857
1.1573166819164658,2.0244074340015947
1.128428714419575,2.0236082642943307
1.1673251638720403,2.001551861174457
1.1497716042119,2.009466727459107
1.1498355201559818,2.010740058263302
1.15105780908796,2.016667096834094
1.1460577352306032,2.03455560060415
1.1370558908171973,2.020402640803084
1.1627453389410736,2.006856406570943
1.1672890553273665,2.0016129023593985
1.1480453599863467,2.0003568347566762
1.1244094282358006,2.147200842210643
1.1448231977579322,2.004582323914352
1.1279127969239464,2.0177868965085604
1.1380210488423481,2.0042993029561584
1.1517762517032673,2.0714578435597644
1.1445413633178165,2.0007237935503914
1.1398830467171384,2.001676623613073
1.1695693106098786,2.006788643019535
1.1361160706049618,2.0008613646124735
1.1833583277152098,2.05986708500206
1.1390981817250085,2.046939407740559
1.141287790956244,2.032390062888215
1.141287790956244,2.032390062888215
1.1377443612453437,2.059557932144021
1.1524565616543965,2.0097800940871373
1.1467644815224356,2.038618739802686
1.1593154875086864,2.0021880245128223
1.1750524351341662,2.000235823067091
1.165905396092716,2.0004562297017814
1.1552495196095238,2.003660694985924
1.171535754918026,2.0019242506973836
1.1243097678750267,2.0088148743581176
