model,mae,coverage_pct,mean_wis,ci_coverage_pct
constant_beta,8201.028701927828,55.55555555555556,4452.60739078675,12.698412698412698
smooth_transition_beta,108.87114081149122,88.88888888888889,59.30932629399586,31.746031746031747
