beta
2.14866675698735
2.145834871422627
2.1524309482094592
2.146144834893391
2.14905287215858
2.142900183906851
2.1515052513340844
2.145106248904968
2.141939732014842
2.1442634822374584
2.1472106055396436
2.148941160899402
2.1436445684528764
2.149197308010607
2.1474119102277354
2.148681949168065
2.1428155686835875
2.156780692903399
2.153123355935016
2.145953847618127
2.1469801751548454
2.143126323038187
2.1503803277637457
2.1496884861817427
2.139283960157428
2.1458384407109676
2.1523750351230326
2.142047738768032
2.1437811395768285
2.1457190584440458
2.1437491566440796
2.147165583187259
2.146682690324351
2.1459453960139276
2.1469211186874424
2.1473867807137044
2.1480833917544726
2.1470144802233246
2.1467728907861465
2.1486107673853674
2.146752941900623
2.142552377372676
2.1461295676232455
2.145299927666743
2.1485257981267702
2.149407381687815
2.148175598632308
2.1454852873704757
2.143838399829367
2.1502885437216057
2.1456346333803307
2.1450245672031314
2.1445807672468074
2.1478056245472072
2.1474359102550626
2.1497712989635143
2.145686261351465
2.1429991801242507
2.1467630719416344
2.144726019386909
2.1490561053636204
2.143674520227925
2.14887750786416
2.1409389571856376
2.1516442246241216
2.1480686455992117
2.1487486842018924
2.1532918714061413
2.1488965527325847
2.1476981445087056
2.1491287672642363
2.1458125048366274
2.148599869419607
2.153423047655974
2.146523571180944
2.1520199358184118
2.1500550867818884
2.14675142273985
2.148752752268527
2.144257267283764
2.147464122072757
2.149879707604625
2.1452555874138097
2.1471041853537223
2.144947194508342
2.145259502999111
2.145760968036782
2.14417901626701
2.1523697243582376
2.1485612273556045
2.150937185976492
2.1450736942062187
2.147343422019245
2.1452531146424385
2.1516645309042333
2.1472196564940833
2.152195829831189
2.1431721377827313
2.1538469204009463
2.152940281035883
