draw,q,seed,averted_total,rel_reduction,factual_total,counter_total,S0_0-4,rho_0-4,averted_0-4,S0_5-9,rho_5-9,averted_5-9,S0_10-19,rho_10-19,averted_10-19,S0_20-29,rho_20-29,averted_20-29,S0_30-49,rho_30-49,averted_30-49,S0_50+,rho_50+,averted_50+
60,0.31984795030885604,42.9443429370018,6761.055946221233,48.142413604965604,7282.809826067073,14043.865772288305,0.4773958948502771,0.024309153147594128,2914.441528685623,0.2287284594222036,0.014912192365875798,572.3296772349006,0.41596659287421917,0.003846093208606547,529.2120480212308,0.461778446205081,0.005123074607748954,934.6115358997323,0.3089892774068979,0.007318005607911622,1659.4429389552668,0.02217297937918472,0.0221348044481375,151.01821742448027
61,0.30505468757003523,39.82872194542312,7514.537470022331,52.49442707193039,6800.386778461324,14314.924248483652,0.36349507226219274,0.04313680779714515,3735.7229251399053,0.3027657048500825,0.012167216158607814,525.1539904243025,0.4712370999578753,0.003408521692771117,467.62495271291317,0.3645836346876052,0.007465525246642605,1014.1347167445126,0.26575210728883925,0.0093701855336999,1673.5551594774397,0.018000043070128743,0.02096332162026204,98.34572552325794
62,0.31889204202686094,44.556556408314464,9348.221935405649,57.05541047214668,7036.239867685334,16384.461803090988,0.34464505785973765,0.05910305502121778,5437.598051697518,0.23976992300419273,0.01514574960466075,601.4633489578362,0.42111931369416666,0.003646881043002366,513.9420432257633,0.3842903441982211,0.006722202519736755,1060.8040350700442,0.33734589271733517,0.0066388583366664205,1570.0852429940212,0.026757768940670695,0.020139698903937117,164.329213460468
63,0.3166864729173344,46.2383788129405,10849.244846576059,58.49782265064205,7697.163130639449,18546.40797721551,0.35085006064708835,0.06379067050132352,5552.1916105506125,0.2580542673703851,0.014716228285829263,623.4346031369652,0.42649824574574513,0.004098712320122846,599.5342314971844,0.3851939274376549,0.0095497879156734,1483.8055207145985,0.2726465484842033,0.01242058709811844,2434.1460213600476,0.02383084577671388,0.02214223736627343,156.13285931665158
64,0.29665106445212414,44.1692532428564,6977.187639450836,48.54207201924086,7396.2977706595,14373.485410110334,0.41907657989678077,0.03312620519639066,3497.859020879034,0.26929887068429875,0.013021245803539487,529.304257919489,0.4576212623501283,0.0035348021648004507,486.55801836352174,0.47400386947605283,0.004813846918980459,845.6643149519235,0.33222274866059004,0.006543563545674682,1480.2356414855353,0.028709827307683594,0.017033479480938588,137.56638585133277
65,0.3195468874482658,38.569825236330516,7274.4593451765095,49.58841924602836,7395.2144532258,14669.67379840231,0.4602004503196743,0.029462865195544325,3180.4037510448775,0.2854677445743949,0.012645670389930358,549.1655630321889,0.44388332888213244,0.003736023126838611,509.97784669289246,0.3592445184204104,0.007558074333177774,1073.6493251118702,0.26847941029613615,0.009415247595328925,1792.643431854234,0.016378842017866272,0.036331514616499944,168.61942744044606
66,0.3132447401121224,67.1975956091871,9526.450357179177,56.22746568876933,7416.248803245465,16942.699160424647,0.3710415677692186,0.05453061673279535,5159.460265110589,0.29004793444995297,0.012752937402003577,598.545886384092,0.40045441791300257,0.004342428680020867,618.5919264496216,0.4208075459692494,0.006461473533187499,1089.8088947006763,0.3110084259540456,0.00864184912390904,1902.1019173037412,0.013542831495254443,0.03836769958614366,157.94146723045796
67,0.312880024198132,37.91379546898419,7816.338880073442,51.635016759262015,7321.331969372712,15137.670849446155,0.3942459977372401,0.03906333918558894,3845.7100081781928,0.2729484059993334,0.012815561963295634,538.1302033078371,0.4485957434614068,0.003726489000412803,516.2765629498832,0.4106290524771359,0.006586517532949103,1048.8135311178817,0.28575970564656084,0.008388757936297555,1694.3503519386095,0.013661614489610853,0.04447650119595206,173.05822258103763
68,0.3155544506382526,39.14879271900742,10126.372695051126,56.83170435547408,7691.802582100741,17818.175277151873,0.3510140023806546,0.061729397034757,5865.884695421103,0.31614745848553083,0.011670614475471396,574.9421231780618,0.4258911851944538,0.004062587528015555,579.2504078037792,0.40048647413903676,0.0066458542728298625,1087.0377713658524,0.31215531208925085,0.00815916841719168,1837.3309793539945,0.016165614029632805,0.03715835402596037,181.92671792833536
69,0.3177597065319894,49.16389726689472,7046.154258248464,48.843607644622864,7379.795416712054,14425.949674960522,0.44512043746394225,0.028586211378721468,3103.0054418646837,0.24967806355480357,0.014579388468064391,581.3200659567229,0.42577045812231484,0.003960738826839947,539.7843036045809,0.3858858353399849,0.006667651811557356,1025.2241297381622,0.31777418056575496,0.007409313390287845,1634.4308520733318,0.02559243975946815,0.021474145867519362,162.3894650109827
70,0.32523281541188426,61.06606955240531,12409.421518926853,61.413062178705964,7797.064004977918,20206.485523904765,0.3474774813103726,0.08085261805004014,6505.490552673747,0.22429573120703078,0.020498889030728835,786.5665548406894,0.403221982836271,0.005466263559782181,812.3295579708916,0.34917542754453285,0.01065148343195509,1509.8715127605685,0.2597312306072787,0.014170855757530923,2589.77248024705,0.015529305988332336,0.04480821953379849,205.39086043390645
71,0.3170135201086784,40.824712386703744,7144.70874539386,48.96175892430404,7447.717879719294,14592.426625113156,0.48018149209731953,0.026697239298700583,2972.6404399758185,0.23689031344019984,0.015645152510013385,591.904930113792,0.4450445901915731,0.003698933677497264,507.6225097930277,0.3723939592609772,0.007298890078835962,1075.3600230051857,0.28177524364843753,0.00920946137788702,1830.5719659079236,0.03372635039726887,0.017161662621169558,166.6088765981126
72,0.306058874843832,42.13068269324577,7661.762661368614,50.61405239455045,7475.8568314217855,15137.619492790398,0.4111633716741373,0.03819183709541785,3871.944440924871,0.22489498063177069,0.01613879209379892,577.6860346613131,0.45420707706071556,0.0035782324506984198,493.62396430082674,0.41898297715353183,0.00637920337082092,1026.5694375645226,0.32333427769837236,0.0070233321008373465,1547.0335100542793,0.02922515643480216,0.017418227811949617,144.90527386280286
73,0.29966655534825926,41.436300312266624,7000.647825170175,48.582249925930924,7409.240222096975,14409.888047267152,0.4246993201824047,0.031925197803298486,3291.969877506208,0.25928434565199104,0.014201829653911929,555.600683533794,0.46576269773579865,0.0035517067305506473,488.0641756647302,0.46213953615981773,0.005498054679684878,935.555409425126,0.29771541327645157,0.007897442403416388,1620.5115163331798,0.017527580244631205,0.02258169383268219,108.94616270713648
74,0.3156196853236427,42.411171516287396,7134.348767668773,48.618152852208176,7539.900147867185,14674.248915535958,0.44227767655168254,0.029506857398639723,3205.391287144201,0.25953775976915305,0.013779153207991036,560.2376426618038,0.4370963034829693,0.003973424837268238,541.4757883237609,0.38617267463958727,0.006643070882833542,1018.1941003659459,0.3207217839862294,0.007621946644049877,1690.219495509521,0.01758268244306503,0.0231734403497837,118.83045366353919
75,0.3016129941746777,45.5592225943721,6437.959411472663,46.9336752470771,7279.1837220679,13717.143133540563,0.45184371355707104,0.02667448223933339,2932.185112483202,0.2329454804947063,0.015153531815289153,552.577284749251,0.4525603432427431,0.003590964236816975,488.805156479575,0.46379814523628365,0.005084684237528217,877.3800461717669,0.3321385623492485,0.006654332067149268,1497.328077610383,0.01432509941202102,0.02221409177927618,89.68373397848559
76,0.3142980426914469,67.72048143090493,6936.065449857644,48.88957023183136,7251.1434312334395,14187.20888109109,0.4596828492479511,0.02709350844811266,2973.94869556599,0.23935256417362516,0.0153060766301622,598.3741158590346,0.4094907897840523,0.004132905059882149,566.892375374298,0.38974866523854296,0.006930003183163807,1076.4955775818194,0.33903657515305047,0.0067754984181424135,1564.2014217493572,0.014079682857424725,0.03716806011314972,156.15326372714605
77,0.31837534517975397,64.43479069037214,7522.6263969906095,50.312032305974036,7429.3166118736435,14951.943008864253,0.441144595886639,0.03152014885570166,3449.943547638378,0.24190103815249756,0.0152286435654446,613.40932179602,0.3993801646117389,0.004423707100257709,610.6550945250239,0.4087095936237836,0.006560424874147269,1083.003179207277,0.3298354054521073,0.006884888883522885,1600.0315637401409,0.033191289028675804,0.01615387921198942,165.5836900837703
78,0.3219427905704281,46.53563099546206,6981.540629845547,48.089803998292986,7536.174248121861,14517.71487796741,0.476328186739004,0.02442148945913856,2911.4355852501712,0.2203605938264323,0.0198474601613155,747.2695939729741,0.4092586822511042,0.004213915243644654,581.5952130719328,0.4392245358013531,0.0054838894378311815,969.8620544427782,0.32065958313223447,0.0070541822634486145,1643.2063915937633,0.018123339404596036,0.022719417414336023,128.1717915139274
79,0.3176460810526529,45.58034518675755,8078.966542010333,52.18472991141296,7402.5096594089655,15481.476201419295,0.38172679807949117,0.03982258917663975,4059.708017573031,0.22285828394880677,0.01910399667108628,719.1862533241368,0.414400798762591,0.004074522837803892,568.4124827680125,0.4629717500753657,0.005145664249145643,943.4705192494997,0.3222197588633865,0.006980039887883943,1625.2816899933405,0.02754013141638354,0.0192150016984449,162.90757910231204
80,0.30148618912740643,40.204434145091454,6881.438993333603,47.945008460301985,7471.33560056676,14352.774593900365,0.46344546364861067,0.027623252311082907,2955.3297456331557,0.2913651641144752,0.011743704584983215,499.23796792966954,0.4704450806039182,0.003489768583812384,478.2397862512569,0.4200350480429623,0.0062310985622724005,972.6309235351844,0.26647944786503847,0.009637122095190753,1799.8304920377157,0.032815412040362785,0.019804902307204553,176.1700779466206
81,0.31767782642126424,45.64303855232049,6631.276560292361,47.23664103211051,7407.140260633902,14038.416820926264,0.44461109171659513,0.026056621399416828,3066.1008529922615,0.30826287104697003,0.010239402158557391,482.5889922981662,0.4043376575208177,0.004259871880264301,574.022771440725,0.4712081974200756,0.004713171702220586,865.3803369454212,0.3240161827371818,0.006361514257779764,1497.0812104233469,0.03469882368891151,0.013773668948256606,146.10239619244066
82,0.32413890038654286,41.706437391098184,9535.626894861647,55.70260931462837,7583.188564933062,17118.815459794707,0.3663208265755119,0.05183285341779428,5298.715998749985,0.3163780979175551,0.010596548762352083,536.1174947021312,0.39835397056766736,0.004446350254196548,626.6896143116695,0.47325964296175127,0.005337234464539383,1021.5632753727134,0.2845254827996386,0.008617097597852437,1885.3347138770168,0.014494420305980252,0.036515303477668896,167.205797848131
83,0.314438901784504,42.02965038064426,8047.565624194899,52.00290875618506,7427.656467565009,15475.222091759912,0.38185590419124216,0.04016655445144659,4057.780736133377,0.31693239188582667,0.011147329574837534,534.4636810082719,0.4273377585912621,0.0038506409832124405,532.7605140803919,0.44838456966383666,0.005603681996555627,978.5617430548365,0.2849370131940629,0.008473846317583121,1768.770548220116,0.030584161928449875,0.019355540043354293,175.22840169790578
84,0.315331188176713,42.853508141271305,6846.447091600953,47.57890376869832,7543.222592434857,14389.669684035809,0.4603176556482842,0.026040792783757153,3040.6068858731524,0.2562198754124951,0.014159687840573329,581.9323728340725,0.4221228973485756,0.004001891145192234,547.1439790826639,0.4754677470848105,0.005140353599902488,944.3697748966043,0.30918139693421126,0.007131497732091473,1601.644454052666,0.019803809349097107,0.02194392659734297,130.74962486179442
85,0.322083338060081,46.34181546097185,7572.357423273912,50.218348757894,7506.508390854607,15078.865814128518,0.47412025776476263,0.027306359290686658,3077.3494514862005,0.29887836521653816,0.011802723986535741,550.9527873988736,0.42153851408587706,0.004152878047294162,575.6931713652494,0.3839095098879094,0.007064142384415429,1088.1962271894267,0.26003958339449196,0.01113069889920628,2129.900290426556,0.023079537222660984,0.021978002905199023,150.26549540760618
86,0.3194070294239854,43.759942296511255,9898.238393639216,56.99475950133326,7468.688812023735,17366.927205662952,0.3571099179003215,0.05879607202693424,5641.365466033285,0.2578459928526618,0.013897313089488198,593.9679596204157,0.41471400858494745,0.004043992954907761,575.7403942959794,0.44111862195952467,0.005961823800346846,1063.3990107371121,0.29759285191127977,0.008317490549282096,1829.4706494682946,0.03275040434169105,0.019144551107173613,194.29491348412915
87,0.2998033287001584,42.15880371906562,7354.8418177594385,50.60153303707915,7179.97832765009,14534.820145409529,0.3667079291875341,0.03930915121828273,3630.4590407665537,0.31662176743033343,0.010551292657093338,477.3950257942745,0.46581535894077053,0.0036929340552205757,508.6277721839607,0.3924358687503468,0.006576502431769486,976.5582693705519,0.31015793612758935,0.0077396882019790565,1606.5827812567586,0.030068283646974687,0.018973476789703486,155.2189283873395
88,0.31232115501066743,70.40984556843877,7040.608082051056,48.98760908171274,7331.614228915619,14372.222310966676,0.464658683067552,0.02812701021279898,3040.7707782604075,0.25718831005935733,0.014550069706536854,593.124167538387,0.4156998969014765,0.004171797016129442,570.2430473815634,0.374393579752728,0.007269635753308791,1072.6043627944666,0.32457588583413577,0.007464436468682765,1632.4919530735929,0.019819554746961184,0.022744756549712798,131.37377300263898
89,0.3131406737988501,40.162655225901574,7743.074078464262,51.60972052299881,7260.057114648326,15003.131193112584,0.4080673711096693,0.03701134482799782,3733.769326563666,0.24208546093769404,0.014826597596218691,568.743112386076,0.4447138495375299,0.003649954711722485,504.98143884731843,0.45682151540142324,0.005576599301002807,967.9366647565785,0.2633766283942546,0.009446870299630835,1816.2071043451463,0.028621622341906905,0.01844188646304562,151.43643156547748
90,0.312943423144523,76.37771541452227,9731.674023883827,56.278364885242745,7560.36003525718,17292.034059141006,0.37371983200616965,0.054120004455564974,4899.967451030149,0.2924768439135084,0.013388137432420727,632.0553347787567,0.40090388521114556,0.004884953862729035,701.6006672141066,0.374636784945455,0.0086376450813749,1298.0926204481004,0.3019492463879133,0.009791512117565454,2044.4763017418309,0.023011092612469974,0.022665938083112708,155.4816486708832
91,0.31598882180054283,67.36934596336107,8823.080574558046,53.93190180868938,7536.588338761256,16359.6689133193,0.3866043967942294,0.04555067669443762,4381.804976877147,0.26125972964608124,0.0158408540220825,678.2943718802466,0.40374811866809596,0.004555303480693046,642.14198764639,0.3735153306171772,0.008052210874757453,1223.949787575297,0.33158505672841854,0.007678165830366377,1755.165461995014,0.019410572078796897,0.02408976620393634,141.72398858395107
92,0.3010902479283606,41.81982636684502,6190.580527382883,45.341098953769865,7462.772986820307,13653.353514203189,0.48627696901705875,0.023277426573498294,2672.9418784696463,0.22025192109759056,0.015823250033873814,547.3839292407102,0.46361096069102015,0.003522616395578533,475.77095004528303,0.44232359208897915,0.005484957616931486,905.6374787814082,0.33181315140122036,0.006455391323451841,1441.4587976608216,0.030944616120719717,0.01704998470968685,147.38749318501365
93,0.32102389910110996,42.904284408224754,7709.043308124743,51.391121912334185,7291.686431294557,15000.7297394193,0.4217659268817743,0.03387608180315798,3590.313771178988,0.3068437405975699,0.011372095376566697,540.0574399865619,0.42252384222447764,0.0038506356597061277,533.8991668436811,0.3941481360617354,0.006912442030422305,1096.585266262122,0.2770670478070906,0.008741626150060482,1775.8649838130762,0.03375317596535196,0.01705866741679739,172.32268004031363
94,0.3133057818476096,41.33710028044822,7791.441166070379,52.368663016020975,7086.618951077865,14878.060117148245,0.36856667666549925,0.040891680794851504,3801.9403424466786,0.293571537207188,0.01209921294754926,534.0165496346145,0.44509441927606375,0.0035675089309115423,491.82097489611897,0.37837185729226064,0.006942867479356373,1026.5229393399622,0.2922843433186585,0.008808723937644777,1783.7867084038844,0.02495959302347068,0.021731250571875953,153.35365134911973
95,0.31929114948033244,70.17607362650358,10945.420799446196,58.81080189620378,7665.821432489299,18611.242231935492,0.34862927368667207,0.06552207546632072,5505.853929120585,0.2881424019430679,0.014740000548942506,698.9778008177673,0.39828264068248026,0.005356881329116833,782.9186649211343,0.3477305989420733,0.010266783420321654,1453.4725976136374,0.27953991218235347,0.011763432861246379,2306.3797624245562,0.03407632554115943,0.01939134310034268,197.8180445485163
96,0.31567620154524056,48.13193949227693,6585.034422965811,47.46845752830236,7287.407964781003,13872.442387746816,0.48434567211796065,0.024293260317483967,2834.1822310903563,0.23209137807739372,0.014880158748712609,562.2380222644729,0.4273633577278284,0.0038888815744957633,529.6099119687111,0.4025765667371194,0.006276504617978098,1002.8869504419579,0.329426084369571,0.006716559685668098,1535.2786143776405,0.019102816670102794,0.021291804309858137,120.83869282267258
97,0.3177827569257373,63.189700435217716,7835.852702313343,51.93321656420169,7252.472690792979,15088.325393106323,0.40514820380810607,0.03756931213062512,3868.0490871862276,0.2482862238254439,0.014989242750436766,616.1245503938399,0.3997825716365003,0.004441703156054202,616.5154288350054,0.4199613172399985,0.006174368888559389,1041.1100711111592,0.3317248346456301,0.00658568544885909,1534.1608830648204,0.013843348528788584,0.03766653989112017,159.8926817222912
98,0.318870392726966,44.76683248007596,7350.912906018662,50.02734222114115,7342.877688581877,14693.79059460054,0.4285736828603287,0.031060810922316114,3380.532583509669,0.30852278712290826,0.010767134947068522,512.3681938696134,0.419525946203836,0.0040184554403499065,554.5866729550946,0.3810535874921663,0.007154908828800384,1111.2130928657095,0.3167593402566526,0.007354356173741112,1654.605445788787,0.019802767882763646,0.02306283020747325,137.60691702978872
99,0.31776343702363674,42.0153448666091,6403.136831139702,47.08881230656394,7194.863452777285,13598.000283916988,0.47465711961329565,0.023992791365207364,2823.8444863460913,0.22611137392335673,0.01567765031604729,582.8387069805452,0.42775729250589695,0.0038104983697606937,517.1036033037722,0.4114749836797737,0.005743866191456665,942.4971028310492,0.3410722325318831,0.005959199094140567,1417.416635343399,0.017488769441567808,0.02275516608206163,119.43629633484534
100,0.31775417251317756,62.90141403400144,8173.584793119511,52.33729995373992,7443.546393135818,15617.131186255325,0.40983665321799395,0.03728343488174717,3792.821657112466,0.2659608138651487,0.014185095767883335,609.1081623219847,0.4034795606004083,0.004363399072546138,605.3582031886099,0.47412662271435774,0.005498970302301881,1006.405470156487,0.2646247043237321,0.010252838544047712,1997.3675831422224,0.014517806279738674,0.03750658999247678,162.5237171977418
101,0.3163475112140052,65.35201581256437,7021.283817252771,48.808245692618094,7364.1621614267915,14385.445978679563,0.472038148993554,0.02546831650072521,2848.7335911734995,0.29297988101316735,0.012273026248270856,560.8539885246252,0.4084252660697442,0.004314461301942655,590.1478418272812,0.4140531284674079,0.006395210785835728,1036.3553867043431,0.27981434251203813,0.009128110613025165,1826.8766252299863,0.03191756518230471,0.01674083812064247,158.31638379303513
102,0.31349560040057683,63.25464898046452,9572.662087327652,56.64898287700745,7325.544378463954,16898.206465791605,0.3382586218876634,0.06122917942650245,5290.568750807265,0.2250476112168678,0.02075949094083345,766.2079603916494,0.4136695906269919,0.004097955952998352,574.3399118937529,0.46743336361247567,0.005474421757551522,980.4486921852654,0.28083094527445607,0.008971280720652598,1795.600741917256,0.03449822588269141,0.016299552007282968,165.49603013246238
103,0.3106326968791472,42.106068414916145,10047.159660115589,56.753519197729496,7655.988624154216,17703.148284269813,0.34232459187372183,0.06288933923661656,5906.687787853686,0.2670649740801208,0.013564982180690856,585.8660903225987,0.4275204426060477,0.003991706716517994,569.5946144923245,0.4301351975381549,0.006299000258538136,1091.0812298229719,0.33884951517596074,0.00719243844753726,1728.7695442663223,0.026376949442972822,0.020562072306121677,165.16039335768662
104,0.31901170879611535,45.596884392547366,7799.785609349131,50.83135189786662,7544.653045402617,15344.438654751748,0.4057737900679348,0.03573515494940561,3822.3866316881195,0.30914891759958985,0.011840417645281496,567.9350528088955,0.4117493532411602,0.004016410207069059,554.1641817340926,0.4217625711328442,0.005875029014703949,996.5220115790235,0.3166798875062986,0.007304753198958937,1667.3995840397681,0.01695549517979706,0.03700840557868415,191.3781474992317
105,0.3066087511205432,40.833979468410845,7409.854060307306,50.249270714769885,7336.338182696351,14746.192243003657,0.4238576665145399,0.03434742450879104,3517.2762906570842,0.2810701910263168,0.012909051522430957,551.644635776478,0.455528647123893,0.003624941468198241,504.7942573119024,0.3496660392534362,0.0077890472412883785,1087.071528649297,0.3259282529814124,0.007306673019905377,1605.1180076140524,0.025937405803030167,0.019590363299908188,143.94934029849202
106,0.3144992287044672,40.36394443946391,7748.645174115669,51.63266620653356,7258.608456988047,15007.253631103718,0.42146221381293253,0.03600707007317463,3631.855790016823,0.24410314431793112,0.01457945177948658,565.0824004310807,0.4470648677559378,0.003609069424200638,502.4150960325095,0.37048273417266214,0.007494579336462388,1099.9933939514237,0.2922675051662228,0.008810067498503675,1793.0538539538115,0.027880548597491457,0.01955063403458346,156.24463973002108
107,0.3110641452665022,44.40095360422401,6703.3597386072015,47.98135956709218,7267.398487269906,13970.758225877105,0.4376922044334183,0.02821198400136524,3146.0422276455247,0.2759640602723594,0.012354337572849055,528.4274967085321,0.4304156232656901,0.0037593466823750313,512.9663877161595,0.4383795111103437,0.005385016479577459,919.0584337017862,0.327692851057102,0.006216080414937889,1431.2241183246547,0.03436807826869982,0.01627794482731878,165.641074510544
108,0.3041945643869815,39.04163310151363,7524.434890504073,51.09066594299921,7203.1768006391385,14727.61169114321,0.36915956225063007,0.040687386646604304,3922.4747251990616,0.3113842319413862,0.010826460187431206,493.0417969229584,0.45573766523629655,0.003707828550265921,511.284090630752,0.378015908436684,0.0067385605977578955,1001.4696630176029,0.34451940458793406,0.006392015769251926,1474.1991888965445,0.021347036360432774,0.02022787276549998,121.96542583715399
109,0.29883493044441,41.392715258659074,7297.7387866028,50.09889452673173,7268.927515203276,14566.666301806077,0.39730564157083426,0.038179425849957024,3712.9383053892243,0.2721520092333204,0.013402633833889522,539.0765666733575,0.4714519886862207,0.003285936149572152,450.6761568876796,0.37326548395983183,0.006865238405426364,982.3182894968353,0.3426561321231014,0.006698200917138249,1491.7546797694997,0.022475825454947564,0.019747909089562553,120.97478838620336
110,0.31583742849351787,36.38446123493259,7925.871579820912,52.714305462726024,7109.651529603811,15035.523109424725,0.4013947374527298,0.039906071609869614,3863.103290141452,0.273015337246251,0.01332767754827886,560.7521830833425,0.45135130404603263,0.003679032051499348,512.9817004361477,0.360488078194198,0.0073513530931278255,1047.488827304034,0.2714095340976225,0.009288490627863397,1778.3900209494066,0.028537325505017745,0.02024820106558061,163.15555790652974
111,0.30419405274321665,43.34644432412914,6581.117153106212,46.82225116785574,7474.416250260477,14055.533403366686,0.4604049599396814,0.026202513369569812,2917.2449259098003,0.3048730598346227,0.01110482993322112,495.10388906292815,0.452225154001303,0.003575030184287154,485.4319381637021,0.4036085791913957,0.006405973344410211,993.4661122838944,0.32493255404214283,0.007167627631986859,1579.537541095246,0.0184993626628264,0.021196469150000497,110.33274659064028
112,0.3037140456443391,40.41761543488197,6611.5843559760815,47.09853927249226,7426.185091021515,14037.769446997594,0.4691684718286681,0.026214887007767782,2968.0737100954607,0.2463163040363024,0.014183106133654826,547.1810961802888,0.45645877848437433,0.003626450622999681,499.7586470238992,0.4045762435137593,0.006206448764311666,980.021051545916,0.3401955965294889,0.006313020378522684,1459.7037806598864,0.03302760904007532,0.016525989844744442,156.84607047063045
113,0.30861605357384225,42.107356150991976,6538.88118034224,47.186701761649765,7318.58487730159,13857.466057643831,0.4779075435631144,0.024752954156072433,2845.1244490641357,0.2678646740932834,0.01320070489748607,547.1112200264641,0.4457921099945786,0.003636830272275254,499.1359375135837,0.40870437052002123,0.006082600007299852,971.2707256108898,0.31758591401790326,0.006956544175845106,1535.6176350377077,0.02499885645203751,0.01942317778839548,140.6212130894588
114,0.30333311489151676,48.619115375420016,6711.7115539314655,47.56407242829581,7399.173429791411,14110.884983722875,0.4787750396877518,0.026548637674008356,2908.599048995707,0.2449268895146611,0.014448720661932044,545.658136899919,0.45592572973183215,0.0038347360842345955,525.5246728570697,0.4225032403284483,0.006100764897963076,967.5832652158056,0.29445733928035034,0.008152550461467975,1640.5868002581872,0.02040278062438701,0.021876627514189124,123.75962970477659
115,0.312360835535589,42.51905997275877,8106.117688408411,51.86584954184777,7522.8901462516915,15629.007834660104,0.3901741251237358,0.041017554975424336,4264.863485045128,0.31863723086090245,0.011049229807035557,536.2078207795205,0.42533666271652804,0.003950313954702899,550.3251557687629,0.4093156832696915,0.006474858050880301,1066.9119980936996,0.3319102027501476,0.006506385852922182,1528.4961364651563,0.02707567509670444,0.019545357402818816,159.3130922561443
116,0.31008654630654764,41.12002398215136,9958.747933157065,56.96917675255632,7522.192640045441,17480.9405732025,0.3392953583143141,0.0635475979940592,5877.602573830817,0.26519978591869825,0.013363798153874082,571.1706257128651,0.43189319126682457,0.003887767878322462,555.2364590719903,0.42185181347063877,0.006391214217700386,1084.8008093972312,0.3420807329026875,0.007121123536655539,1710.6686951270603,0.013617370369494454,0.038821802950455044,159.2687700171001
117,0.3156561903115388,69.54234540381535,7985.676819360464,51.4199859338383,7544.620737771452,15530.297557131915,0.4233347830614161,0.03541055833876688,3645.486038756499,0.25837430656412125,0.01534558488547171,647.252437293749,0.4041181187393521,0.004521063341467377,630.0301770743463,0.36303877794407474,0.008252054263444435,1221.5989907846697,0.33761687909155547,0.007274124814204063,1682.1702396118133,0.028111781565526864,0.018688033582850365,159.13893583938656
118,0.3091749967521672,40.97080607028908,7922.364407798403,51.500349245319796,7460.7631319014645,15383.127539699868,0.3745540778417335,0.04137416525304637,4082.9278233341806,0.290961579764372,0.012469002682803123,551.5792949496006,0.4410863257995742,0.003762360118162324,520.0099400209922,0.4314456802518264,0.005499174880016681,920.4241839666353,0.3144103575237043,0.0074456821057581795,1643.9034603959499,0.0313933032110115,0.02229484146081416,203.51970513104402
119,0.29839329442812024,39.254430856526945,7033.129108739706,48.73689131060081,7397.682786745145,14430.811895484854,0.4061886855461384,0.03596349094811759,3666.3399536118286,0.2535322620085231,0.013639890278029277,516.1933158530857,0.47022002802653284,0.0034151634561463934,461.12868066408595,0.47202693900645365,0.004927271547831738,843.9882559481193,0.32289407151030874,0.0066377653754978545,1440.9246154983614,0.016477903419850788,0.023277922754629334,104.55428716422514
120,0.30966251099099845,38.65403135063425,6948.366763040386,48.84883036447576,7275.856644555131,14224.223407595515,0.47954213011290275,0.027910002846437718,2990.533228633678,0.22770858553966666,0.01592649406754617,565.048578989209,0.4665376643391031,0.0034755353861849352,475.8202940363963,0.372490634406336,0.007243607631908606,1032.4243911949711,0.2706119370961809,0.009167217065602208,1711.7917765330048,0.0330394283649436,0.019109475166747943,172.74849365312727
121,0.3042621810520023,42.32042467962248,6510.562531357888,47.00266794449758,7340.911897808113,13851.474429166,0.4651520802440626,0.026060219077853223,2895.6713711080706,0.3123677795838048,0.010481929076697306,473.66379004722666,0.455901086577259,0.00348313330532622,472.72684900533335,0.40890798043967586,0.006312892027391016,982.1029768219634,0.3026203379941338,0.00743546468400524,1548.6898587083479,0.02488727152746536,0.019847146033926913,137.70768566694534
122,0.3090697675519711,40.19267986558888,7918.6721238823175,51.71717998253578,7392.820356095033,15311.49247997735,0.3682028183116356,0.04255740669413224,4020.0409918827327,0.30125818725780124,0.01232815287550477,553.0600420358796,0.44967569018333964,0.0038184633268332213,527.6377839212222,0.3713930390812671,0.006989268599440132,1023.2986437422716,0.32367317387144456,0.007449777610803149,1634.0430837528138,0.015298507840474242,0.037088226466911914,160.5915785473984
123,0.31567694216501535,42.92149650548313,11034.479443121101,58.37083594792121,7869.617549709583,18904.096992830677,0.360769424201861,0.06625791175340183,5844.083998469113,0.25290732303368096,0.015833366436612477,653.1591175636814,0.43477485060647714,0.003983648043615448,581.2938936928402,0.37556979295329385,0.009593598554097173,1447.4826627548275,0.2730287679510003,0.01186068914766553,2307.4814286145593,0.019084461103649898,0.036124403545741895,200.9783420260786
124,0.3013898923789104,44.45916212035754,6514.294967516309,46.58519494825015,7469.3214469965205,13983.61641451283,0.4530596064941965,0.026214905686799534,2864.718905994299,0.25915606906710853,0.013553833939196317,531.5417534477489,0.4570990308302965,0.0036085718616192704,489.8099110641272,0.4615603076463955,0.005387302913039388,918.589037996591,0.30758661874886173,0.007409174620884226,1567.807514808514,0.028164247383592737,0.01805562374574843,141.82784420502836
125,0.2992681169971518,44.929668008410985,6396.939043472383,46.21988769418889,7443.291564177176,13840.230607649557,0.4452520360033751,0.026948351525095397,2947.12103047305,0.23006246947625852,0.014790821422816432,527.9803722918314,0.4571930868306764,0.00354653850505412,478.6047813101369,0.47795256940345976,0.005046716576727091,882.2838707329007,0.335084338819843,0.006264685481743376,1414.113735670872,0.029877056780283472,0.017607247261727122,146.83525299359206
