parameter,mean,ci_lower,ci_upper
q,0.29514500718147707,0.28993047978044667,0.3010764737014957
rho,0.009367819924194705,0.008284688989283646,0.010693914437066108
seed,95.13455852397252,83.88144402658881,99.87899824365381
phi,6.8428013374896635,3.6224147665105364,11.8152968448442
